order_id,customer_id,order_date,order_month,order_year,order_quarter,day_of_week,is_weekend,is_month_end,city,region,acquisition_channel,subtotal,shipping_cost,order_total,discount_pct,status,num_items
ORD0000968,CUS00464,2024-11-15,2024-11,2024,Q4,Friday,False,False,Sheffield,England,Paid Social,39.99,6.28,46.27,0.0,Completed,1
ORD0000969,CUS00465,2024-09-14,2024-09,2024,Q3,Saturday,True,False,Liverpool,England,Paid Social,5.99,4.47,10.46,0.0,Completed,1
ORD0000970,CUS00466,2022-08-07,2022-08,2022,Q3,Sunday,True,False,London,England,Direct,26.97,4.3,31.27,0.0,Completed,1
ORD0000971,CUS00467,2023-11-05,2023-11,2023,Q4,Sunday,True,False,Sheffield,England,Paid Social,53.98,5.15,59.13,0.0,Completed,2
ORD0000972,CUS00468,2023-06-06,2023-06,2023,Q2,Tuesday,False,False,Glasgow,Scotland,Email,139.99,7.97,147.96,0.0,Completed,1
ORD0000973,CUS00468,2023-08-14,2023-08,2023,Q3,Monday,False,False,Glasgow,Scotland,Email,29.97,8.74,38.71,0.0,Pending,1
ORD0000974,CUS00468,2023-10-04,2023-10,2023,Q4,Wednesday,False,False,Glasgow,Scotland,Email,39.99,9.48,49.47,0.0,Completed,1
ORD0000975,CUS00469,2022-06-17,2022-06,2022,Q2,Friday,False,False,London,England,Google Ads,109.99,4.96,114.95,0.0,Completed,1
ORD0000976,CUS00470,2023-07-10,2023-07,2023,Q3,Monday,False,False,Edinburgh,Scotland,Paid Social,109.98,9.46,119.44,0.0,Completed,1
ORD0000977,CUS00471,2022-05-26,2022-05,2022,Q2,Thursday,False,True,London,England,Paid Social,23.09,5.06,28.15,0.23,Completed,1
ORD0000978,CUS00472,2022-12-09,2022-12,2022,Q4,Friday,False,False,Birmingham,England,Paid Social,8.99,4.37,13.36,0.0,Completed,1
ORD0000979,CUS00473,2024-08-17,2024-08,2024,Q3,Saturday,True,False,Birmingham,England,Paid Social,219.95,7.14,227.09,0.0,Completed,4
ORD0000980,CUS00473,2024-08-31,2024-08,2024,Q3,Saturday,True,True,Birmingham,England,Paid Social,86.88,5.46,92.34,0.21,Completed,1
ORD0000981,CUS00473,2024-10-27,2024-10,2024,Q4,Sunday,True,True,Birmingham,England,Paid Social,208.21,5.94,214.15,0.15,Completed,2
ORD0000982,CUS00474,2024-04-29,2024-04,2024,Q2,Monday,False,True,London,England,Paid Social,73.79,4.43,78.22,0.18,Completed,1
ORD0000983,CUS00475,2024-05-14,2024-05,2024,Q2,Tuesday,False,False,Leeds,England,Paid Social,86.95,5.84,92.79,0.0,Completed,2
ORD0000984,CUS00476,2022-06-02,2022-06,2022,Q2,Thursday,False,False,Manchester,England,Google Ads,34.99,4.73,39.72,0.0,Completed,1
ORD0000985,CUS00477,2022-10-02,2022-10,2022,Q4,Sunday,True,False,London,England,Google Ads,14.38,4.22,18.6,0.1,Completed,1
ORD0000986,CUS00478,2022-02-22,2022-02,2022,Q1,Tuesday,False,False,London,England,Paid Social,319.99,17.45,337.44,0.0,Completed,1
ORD0000987,CUS00479,2022-06-28,2022-06,2022,Q2,Tuesday,False,True,Glasgow,Scotland,Paid Social,44.97,10.11,55.08,0.25,Completed,2
ORD0000988,CUS00480,2022-07-03,2022-07,2022,Q3,Sunday,True,False,Birmingham,England,Email,419.97,20.75,440.72,0.0,Completed,3
ORD0000989,CUS00481,2024-12-09,2024-12,2024,Q4,Monday,False,False,London,England,Organic,439.96,22.49,462.45,0.0,Completed,2
ORD0000990,CUS00482,2024-11-06,2024-11,2024,Q4,Wednesday,False,False,Birmingham,England,Google Ads,134.98,5.46,140.19,0.0,Completed,2
ORD0000991,CUS00483,2022-11-15,2022-11,2022,Q4,Tuesday,False,False,Sheffield,England,Google Ads,319.93,9.91,329.84,0.0,Completed,4
ORD0000992,CUS00484,2022-12-27,2022-12,2022,Q4,Tuesday,False,True,Glasgow,Scotland,Paid Social,156.92,10.17,167.09,0.27,Completed,3
ORD0000993,CUS00485,2024-12-11,2024-12,2024,Q4,Wednesday,False,False,London,England,Direct,84.98,4.64,89.62,0.0,Completed,2
ORD0000994,CUS00486,2023-12-16,2023-12,2023,Q4,Saturday,True,False,London,England,Google Ads,54.99,4.43,59.42,0.0,Completed,1
ORD0000995,CUS00487,2023-06-08,2023-06,2023,Q2,Thursday,False,False,Leeds,England,Paid Social,7.99,4.71,12.7,0.0,Completed,1
ORD0000996,CUS00488,2023-09-28,2023-09,2023,Q3,Thursday,False,True,London,England,Paid Social,68.39,4.43,72.82,0.24,Returned,1
ORD0000997,CUS00489,2023-01-26,2023-01,2023,Q1,Thursday,False,True,Birmingham,England,Paid Social,76.98,4.94,81.92,0.23,Completed,2
ORD0000998,CUS00489,2023-03-21,2023-03,2023,Q1,Tuesday,False,False,Birmingham,England,Paid Social,234.67,9.45,244.12,0.0,Completed,4
ORD0000999,CUS00489,2023-04-22,2023-04,2023,Q2,Saturday,True,False,Birmingham,England,Paid Social,99.97,8.4,108.37,0.0,Completed,2
ORD0001000,CUS00489,2023-05-07,2023-05,2023,Q2,Sunday,True,False,Birmingham,England,Paid Social,24.7,5.78,30.48,0.0,Completed,2
ORD0001001,CUS00489,2023-07-18,2023-07,2023,Q3,Tuesday,False,False,Birmingham,England,Paid Social,94.96,6.47,101.43,0.0,Completed,3
ORD0001002,CUS00489,2023-09-16,2023-09,2023,Q3,Saturday,True,False,Birmingham,England,Paid Social,36.39,5.88,42.27,0.09,Returned,1
ORD0001003,CUS00489,2023-10-10,2023-10,2023,Q4,Tuesday,False,False,Birmingham,England,Paid Social,69.98,5.46,75.44,0.0,Completed,1
ORD0001004,CUS00490,2023-12-27,2023-12,2023,Q4,Wednesday,False,True,London,England,Direct,137.65,7.85,145.5,0.15,Completed,4
ORD0001005,CUS00490,2024-01-10,2024-01,2024,Q1,Wednesday,False,False,London,England,Direct,34.99,4.33,39.32,0.0,Cancelled,1
ORD0001006,CUS00490,2024-02-04,2024-02,2024,Q1,Sunday,True,False,London,England,Direct,36.39,5.48,41.87,0.09,Completed,1
ORD0001007,CUS00490,2024-02-18,2024-02,2024,Q1,Sunday,True,False,London,England,Direct,139.99,3.97,143.96,0.0,Completed,1
ORD0001008,CUS00491,2024-06-09,2024-06,2024,Q2,Sunday,True,False,Sheffield,England,Google Ads,9.99,4.92,14.91,0.0,Completed,1
ORD0001009,CUS00491,2024-06-23,2024-06,2024,Q2,Sunday,True,False,Sheffield,England,Google Ads,169.99,5.33,175.32,0.0,Completed,1
ORD0001010,CUS00492,2023-11-10,2023-11,2023,Q4,Friday,False,False,London,England,Paid Social,69.98,5.06,75.04,0.0,Completed,1
ORD0001011,CUS00492,2024-04-24,2024-04,2024,Q2,Wednesday,False,True,London,England,Paid Social,6.65,3.97,10.62,0.26,Returned,1
ORD0001012,CUS00492,2024-06-24,2024-06,2024,Q2,Monday,False,True,London,England,Paid Social,236.94,6.32,243.26,0.21,Completed,4
ORD0001013,CUS00493,2024-09-05,2024-09,2024,Q3,Thursday,False,False,London,England,Google Ads,36.64,4.39,41.03,0.06,Completed,1
ORD0001014,CUS00494,2022-07-23,2022-07,2022,Q3,Saturday,True,False,Sheffield,England,Google Ads,709.96,5.75,743.12,0.0,Completed,2
ORD0001015,CUS00494,2022-08-24,2022-08,2022,Q3,Wednesday,False,True,Sheffield,England,Google Ads,81.88,5.82,87.7,0.22,Returned,2
ORD0001016,CUS00495,2024-01-19,2024-01,2024,Q1,Friday,False,False,Manchester,England,Paid Social,28.17,4.52,32.69,0.06,Completed,1
ORD0001017,CUS00495,2024-02-19,2024-02,2024,Q1,Monday,False,False,Manchester,England,Paid Social,409.96,6.26,416.22,0.0,Completed,3
ORD0001018,CUS00496,2024-12-27,2024-12,2024,Q4,Friday,False,True,Liverpool,England,Referral,27.38,5.77,33.15,0.17,Completed,1
ORD0001019,CUS00497,2022-09-10,2022-09,2022,Q3,Saturday,True,False,Nottingham,England,Paid Social,27.69,6.07,33.76,0.0,Completed,2
ORD0001020,CUS00498,2023-10-26,2023-10,2023,Q4,Thursday,False,True,Bristol,England,Direct,66.26,6.08,72.34,0.22,Completed,2
ORD0001021,CUS00498,2023-11-24,2023-11,2023,Q4,Friday,False,True,Bristol,England,Direct,169.22,9.83,179.05,0.19,Completed,3
ORD0001022,CUS00499,2024-02-28,2024-02,2024,Q1,Wednesday,False,True,Sheffield,England,Google Ads,157.98,6.38,164.36,0.21,Completed,2
ORD0001023,CUS00500,2023-05-03,2023-05,2023,Q2,Wednesday,False,False,Manchester,England,Referral,42.99,6.09,49.08,0.0,Completed,1
ORD0001024,CUS00500,2023-05-17,2023-05,2023,Q2,Wednesday,False,False,Manchester,England,Referral,161.49,4.94,166.43,0.05,Returned,1
ORD0001025,CUS00500,2023-07-15,2023-07,2023,Q3,Saturday,True,False,Manchester,England,Referral,54.98,4.89,59.87,0.0,Completed,2
ORD0001026,CUS00500,2023-08-28,2023-08,2023,Q3,Monday,False,True,Manchester,England,Referral,43.78,6.72,50.5,0.27,Completed,2
ORD0001027,CUS00500,2023-09-11,2023-09,2023,Q3,Monday,False,False,Manchester,England,Referral,54.99,4.83,59.82,0.0,Returned,1
ORD0001028,CUS00500,2023-10-12,2023-10,2023,Q4,Thursday,False,False,Manchester,England,Referral,162.97,7.77,170.74,0.0,Completed,3
ORD0001029,CUS00500,2023-11-24,2023-11,2023,Q4,Friday,False,True,Manchester,England,Referral,218.96,7.14,226.1,0.27,Completed,2
ORD0001030,CUS00500,2023-12-08,2023-12,2023,Q4,Friday,False,False,Manchester,England,Referral,149.98,7.04,157.02,0.0,Cancelled,2
ORD0001031,CUS00500,2024-02-02,2024-02,2024,Q1,Friday,False,False,Manchester,England,Referral,303.57,7.67,311.24,0.08,Completed,1
ORD0001032,CUS00500,2024-03-08,2024-03,2024,Q1,Friday,False,False,Manchester,England,Referral,94.97,6.36,101.33,0.0,Completed,3
ORD0001033,CUS00500,2024-03-22,2024-03,2024,Q1,Friday,False,False,Manchester,England,Referral,44.99,4.58,49.57,0.0,Completed,1
ORD0001034,CUS00500,2024-05-15,2024-05,2024,Q2,Wednesday,False,False,Manchester,England,Referral,479.97,19.32,499.29,0.0,Completed,3
ORD0001035,CUS00501,2024-12-11,2024-12,2024,Q4,Wednesday,False,False,London,England,Referral,269.97,5.69,275.66,0.0,Completed,1
ORD0001036,CUS00502,2023-10-17,2023-10,2023,Q4,Tuesday,False,False,London,England,Paid Social,59.98,5.06,65.98,0.0,Completed,2
ORD0001037,CUS00502,2023-11-06,2023-11,2023,Q4,Monday,False,False,London,England,Paid Social,54.99,4.43,59.42,0.0,Completed,1
ORD0001038,CUS00502,2023-12-26,2023-12,2023,Q4,Tuesday,False,True,London,England,Paid Social,35.54,4.18,39.72,0.21,Completed,1
ORD0001039,CUS00503,2023-10-09,2023-10,2023,Q4,Monday,False,False,London,England,Paid Social,69.98,4.85,74.83,0.0,Completed,1
ORD0001040,CUS00504,2024-11-11,2024-11,2024,Q4,Monday,False,False,London,England,Paid Social,302.94,10.27,313.21,0.0,Completed,4
ORD0001041,CUS00505,2022-02-11,2022-02,2022,Q1,Friday,False,False,Liverpool,England,Paid Social,169.99,5.04,175.03,0.0,Completed,1
ORD0001042,CUS00506,2024-10-18,2024-10,2024,Q4,Friday,False,False,Birmingham,England,Paid Social,429.98,19.0,448.98,0.0,Completed,2
ORD0001043,CUS00507,2022-08-12,2022-08,2022,Q3,Friday,False,False,London,England,Paid Social,197.97,5.79,203.76,0.0,Completed,3
ORD0001044,CUS00508,2023-06-21,2023-06,2023,Q2,Wednesday,False,False,London,England,Referral,463.94,7.08,471.02,0.0,Completed,4
ORD0001045,CUS00508,2023-10-13,2023-10,2023,Q4,Friday,False,False,London,England,Referral,89.99,4.43,94.42,0.0,Completed,1
ORD0001046,CUS00508,2023-10-29,2023-10,2023,Q4,Sunday,True,True,London,England,Referral,506.97,5.38,512.35,0.22,Completed,2
ORD0001047,CUS00509,2023-10-21,2023-10,2023,Q4,Saturday,True,False,Glasgow,Scotland,Paid Social,54.99,8.43,63.42,0.0,Completed,1
ORD0001048,CUS00510,2023-10-07,2023-10,2023,Q4,Saturday,True,False,Cardiff,Wales,Paid Social,439.98,9.7,449.68,0.0,Completed,2
ORD0001049,CUS00511,2022-03-29,2022-03,2022,Q1,Tuesday,False,True,Manchester,England,Google Ads,112.4,4.54,116.94,0.23,Returned,2
ORD0001050,CUS00511,2022-05-16,2022-05,2022,Q2,Monday,False,False,Manchester,England,Google Ads,44.99,4.58,49.57,0.0,Completed,1
ORD0001051,CUS00511,2022-08-29,2022-08,2022,Q3,Monday,False,True,Manchester,England,Google Ads,186.17,7.14,193.31,0.24,Completed,3
ORD0001052,CUS00512,2023-04-04,2023-04,2023,Q2,Tuesday,False,False,Edinburgh,Scotland,Google Ads,9.99,8.51,18.5,0.0,Returned,1
ORD0001053,CUS00513,2023-05-27,2023-05,2023,Q2,Saturday,True,True,London,England,Google Ads,351.82,8.63,360.45,0.24,Completed,4
ORD0001054,CUS00514,2024-12-07,2024-12,2024,Q4,Saturday,True,False,Sheffield,England,Google Ads,202.96,8.38,211.34,0.0,Completed,4
ORD0001055,CUS00515,2024-11-17,2024-11,2024,Q4,Sunday,True,False,Edinburgh,Scotland,Paid Social,324.96,11.41,336.37,0.0,Completed,4
ORD0001056,CUS00516,2023-12-27,2023-12,2023,Q4,Wednesday,False,True,London,England,Paid Social,17.56,5.69,23.25,0.25,Completed,1
ORD0001057,CUS00517,2024-11-26,2024-11,2024,Q4,Tuesday,False,True,Manchester,England,Paid Social,356.97,4.7,361.67,0.15,Pending,1
ORD0001058,CUS00518,2024-10-11,2024-10,2024,Q4,Friday,False,False,Liverpool,England,Paid Social,119.68,7.98,127.66,0.0,Completed,4
ORD0001059,CUS00519,2023-06-19,2023-06,2023,Q2,Monday,False,False,Newcastle,England,Paid Social,224.97,6.53,231.5,0.0,Completed,3
ORD0001060,CUS00519,2023-09-18,2023-09,2023,Q3,Monday,False,False,Newcastle,England,Paid Social,11.71,6.04,17.75,0.0,Completed,1
ORD0001061,CUS00519,2024-01-28,2024-01,2024,Q1,Sunday,True,True,Newcastle,England,Paid Social,102.57,6.23,108.8,0.24,Completed,2
ORD0001062,CUS00519,2024-02-11,2024-02,2024,Q1,Sunday,True,False,Newcastle,England,Paid Social,182.96,8.0,190.96,0.0,Completed,4
ORD0001063,CUS00519,2024-08-09,2024-08,2024,Q3,Friday,False,False,Newcastle,England,Paid Social,42.99,6.44,49.98,0.0,Completed,1
ORD0001064,CUS00520,2022-07-27,2022-07,2022,Q3,Wednesday,False,True,London,England,Referral,67.48,4.56,72.04,0.25,Returned,1
ORD0001065,CUS00521,2024-01-25,2024-01,2024,Q1,Thursday,False,True,London,England,Paid Social,273.73,17.83,291.56,0.25,Completed,2
ORD0001066,CUS00522,2023-04-12,2023-04,2023,Q2,Wednesday,False,False,Newcastle,England,Google Ads,54.99,5.73,60.72,0.0,Completed,1
ORD0001067,CUS00523,2022-01-28,2022-01,2022,Q1,Friday,False,True,London,England,Referral,447.69,20.08,467.77,0.16,Completed,3
ORD0001068,CUS00524,2024-12-23,2024-12,2024,Q4,Monday,False,False,Nottingham,England,Paid Social,399.96,6.72,406.68,0.0,Completed,2
ORD0001069,CUS00525,2024-12-15,2024-12,2024,Q4,Sunday,True,False,London,England,Paid Social,54.99,4.43,59.42,0.0,Pending,1
ORD0001070,CUS00526,2023-11-25,2023-11,2023,Q4,Saturday,True,True,Manchester,England,Google Ads,135.38,8.61,143.99,0.26,Completed,3
ORD0001071,CUS00527,2024-02-10,2024-02,2024,Q1,Saturday,True,False,Manchester,England,Paid Social,38.98,4.79,43.77,0.0,Completed,1
ORD0001072,CUS00528,2024-04-11,2024-04,2024,Q2,Thursday,False,False,Liverpool,England,Google Ads,139.99,4.47,144.46,0.0,Completed,1
ORD0001073,CUS00529,2024-11-21,2024-11,2024,Q4,Thursday,False,False,London,England,Paid Social,156.68,6.13,162.81,0.0,Completed,3
ORD0001074,CUS00530,2023-09-29,2023-09,2023,Q3,Friday,False,True,Cardiff,Wales,Paid Social,140.16,10.27,150.43,0.14,Completed,2
ORD0001075,CUS00531,2023-12-24,2023-12,2023,Q4,Sunday,True,True,London,England,Google Ads,36.99,4.12,41.11,0.26,Completed,1
ORD0001076,CUS00531,2024-01-13,2024-01,2024,Q1,Saturday,True,False,London,England,Google Ads,34.99,4.33,39.32,0.0,Returned,1
ORD0001077,CUS00531,2024-01-27,2024-01,2024,Q1,Saturday,True,True,London,England,Google Ads,175.16,5.48,180.64,0.27,Completed,3
ORD0001078,CUS00531,2024-04-09,2024-04,2024,Q2,Tuesday,False,False,London,England,Google Ads,179.98,5.06,185.04,0.0,Cancelled,1
ORD0001079,CUS00531,2024-07-22,2024-07,2024,Q3,Monday,False,False,London,England,Google Ads,49.99,4.12,54.11,0.0,Completed,1
ORD0001080,CUS00532,2022-12-02,2022-12,2022,Q4,Friday,False,False,Cardiff,Wales,Paid Social,134.97,10.03,145.0,0.0,Completed,1
ORD0001081,CUS00533,2022-12-18,2022-12,2022,Q4,Sunday,True,False,Liverpool,England,Paid Social,264.96,7.03,271.99,0.0,Completed,4
ORD0001082,CUS00533,2023-03-09,2023-03,2023,Q1,Thursday,False,False,Liverpool,England,Paid Social,163.96,6.15,170.11,0.0,Completed,3
ORD0001083,CUS00533,2023-04-03,2023-04,2023,Q2,Monday,False,False,Liverpool,England,Paid Social,154.97,7.45,162.42,0.0,Completed,2
ORD0001084,CUS00533,2023-04-24,2023-04,2023,Q2,Monday,False,True,Liverpool,England,Paid Social,6.23,4.51,10.74,0.22,Completed,1
ORD0001085,CUS00533,2023-09-05,2023-09,2023,Q3,Tuesday,False,False,Liverpool,England,Paid Social,454.94,8.56,463.5,0.0,Completed,4
ORD0001086,CUS00533,2023-09-23,2023-09,2023,Q3,Saturday,True,False,Liverpool,England,Paid Social,44.99,4.68,49.67,0.0,Returned,1
ORD0001087,CUS00533,2023-10-07,2023-10,2023,Q4,Saturday,True,False,Liverpool,England,Paid Social,54.99,4.93,59.92,0.0,Completed,1
ORD0001088,CUS00533,2023-10-21,2023-10,2023,Q4,Saturday,True,False,Liverpool,England,Paid Social,11.71,5.25,16.96,0.0,Completed,1
ORD0001089,CUS00534,2023-11-16,2023-11,2023,Q4,Thursday,False,False,Manchester,England,Google Ads,349.99,42.0,391.99,0.0,Completed,1
ORD0001090,CUS00535,2022-12-06,2022-12,2022,Q4,Tuesday,False,False,Manchester,England,Paid Social,52.98,4.79,57.77,0.0,Returned,2
ORD0001091,CUS00536,2022-03-12,2022-03,2022,Q1,Saturday,True,False,London,England,Google Ads,5.99,3.97,9.96,0.0,Completed,1
ORD0001092,CUS00537,2023-06-08,2023-06,2023,Q2,Thursday,False,False,London,England,Google Ads,157.97,4.49,162.46,0.0,Completed,3
ORD0001093,CUS00537,2023-06-22,2023-06,2023,Q2,Thursday,False,False,London,England,Google Ads,28.98,4.49,33.47,0.0,Completed,2
ORD0001094,CUS00537,2023-07-06,2023-07,2023,Q3,Thursday,False,False,London,England,Google Ads,34.99,4.33,39.32,0.0,Completed,1
ORD0001095,CUS00538,2024-07-02,2024-07,2024,Q3,Tuesday,False,False,Cardiff,Wales,Direct,309.96,13.73,323.69,0.0,Completed,4
ORD0001096,CUS00538,2024-11-30,2024-11,2024,Q4,Saturday,True,True,Cardiff,Wales,Direct,117.51,13.0,130.51,0.25,Completed,3
ORD0001097,CUS00538,2024-12-14,2024-12,2024,Q4,Saturday,True,False,Cardiff,Wales,Direct,11.71,9.85,21.56,0.0,Completed,1
ORD0001098,CUS00539,2023-02-05,2023-02,2023,Q1,Sunday,True,False,London,England,Google Ads,279.98,4.14,284.12,0.0,Completed,2
ORD0001099,CUS00540,2024-10-13,2024-10,2024,Q4,Sunday,True,False,Cardiff,Wales,Paid Social,119.97,13.94,133.91,0.0,Completed,1
ORD0001100,CUS00541,2024-05-18,2024-05,2024,Q2,Saturday,True,False,Manchester,England,Organic,111.7,6.3,118.0,0.0,Completed,2
ORD0001101,CUS00542,2024-03-25,2024-03,2024,Q1,Monday,False,True,Manchester,England,Google Ads,14.59,4.73,19.32,0.27,Completed,1
ORD0001102,CUS00543,2024-11-03,2024-11,2024,Q4,Sunday,True,False,Newcastle,England,Paid Social,38.97,6.99,45.96,0.0,Completed,1
ORD0001103,CUS00544,2022-05-23,2022-05,2022,Q2,Monday,False,False,Birmingham,England,Google Ads,119.97,9.24,129.21,0.0,Completed,1
ORD0001104,CUS00544,2022-06-12,2022-06,2022,Q2,Sunday,True,False,Birmingham,England,Google Ads,89.97,5.88,95.85,0.0,Completed,3
ORD0001105,CUS00545,2022-10-22,2022-10,2022,Q4,Saturday,True,False,London,England,Google Ads,8.0,3.97,11.97,0.11,Completed,1
ORD0001106,CUS00546,2024-11-11,2024-11,2024,Q4,Monday,False,False,London,England,Paid Social,169.99,4.54,174.53,0.0,Completed,1
ORD0001107,CUS00547,2024-11-13,2024-11,2024,Q4,Wednesday,False,False,Birmingham,England,Paid Social,19.77,4.85,24.62,0.1,Returned,2
ORD0001108,CUS00548,2022-05-30,2022-05,2022,Q2,Monday,False,True,Leeds,England,Paid Social,38.49,4.82,43.31,0.23,Completed,1
ORD0001109,CUS00549,2024-07-26,2024-07,2024,Q3,Friday,False,True,Birmingham,England,Organic,117.23,7.04,124.27,0.18,Completed,3
ORD0001110,CUS00550,2022-02-07,2022-02,2022,Q1,Monday,False,False,London,England,Paid Social,89.99,4.43,94.42,0.0,Completed,1
ORD0001111,CUS00551,2022-08-21,2022-08,2022,Q3,Sunday,True,False,Sheffield,England,Google Ads,234.97,6.49,241.46,0.0,Completed,2
ORD0001112,CUS00552,2022-07-16,2022-07,2022,Q3,Saturday,True,False,Leeds,England,Paid Social,65.98,7.44,73.42,0.0,Completed,1
ORD0001113,CUS00553,2023-03-04,2023-03,2023,Q1,Saturday,True,False,Glasgow,Scotland,Direct,284.97,10.0,294.97,0.0,Completed,3
ORD0001114,CUS00554,2023-07-03,2023-07,2023,Q3,Monday,False,False,Birmingham,England,Direct,7.99,4.41,12.4,0.0,Completed,1
ORD0001115,CUS00555,2024-11-13,2024-11,2024,Q4,Wednesday,False,False,London,England,Email,73.97,5.02,78.99,0.0,Completed,2
ORD0001116,CUS00556,2023-08-27,2023-08,2023,Q3,Sunday,True,True,Leeds,England,Paid Social,44.53,5.19,49.72,0.19,Completed,2
ORD0001117,CUS00557,2022-08-04,2022-08,2022,Q3,Thursday,False,False,Leeds,England,Paid Social,39.99,6.18,46.17,0.0,Completed,1
ORD0001118,CUS00557,2022-09-02,2022-09,2022,Q3,Friday,False,False,Leeds,England,Paid Social,139.99,4.67,144.66,0.0,Completed,1
ORD0001119,CUS00557,2022-09-16,2022-09,2022,Q3,Friday,False,False,Leeds,England,Paid Social,23.42,6.39,29.81,0.0,Completed,1
ORD0001120,CUS00558,2023-01-24,2023-01,2023,Q1,Tuesday,False,True,Birmingham,England,Referral,93.25,5.38,98.63,0.12,Completed,3
ORD0001121,CUS00559,2022-01-17,2022-01,2022,Q1,Monday,False,False,London,England,Paid Social,324.96,6.32,331.28,0.0,Completed,2
ORD0001122,CUS00560,2022-03-06,2022-03,2022,Q1,Sunday,True,False,Leeds,England,Email,197.96,6.87,204.83,0.0,Cancelled,4
ORD0001123,CUS00560,2022-03-20,2022-03,2022,Q1,Sunday,True,False,Leeds,England,Email,219.98,6.81,226.79,0.0,Completed,1
ORD0001124,CUS00560,2022-04-27,2022-04,2022,Q2,Wednesday,False,True,Leeds,England,Email,295.16,7.02,302.18,0.18,Completed,2
ORD0001125,CUS00561,2023-08-19,2023-08,2023,Q3,Saturday,True,False,London,England,Paid Social,729.97,5.06,761.7,0.0,Completed,2
ORD0001126,CUS00561,2023-09-04,2023-09,2023,Q3,Monday,False,False,London,England,Paid Social,150.95,6.38,157.33,0.0,Completed,4
ORD0001127,CUS00561,2023-10-01,2023-10,2023,Q4,Sunday,True,False,London,England,Paid Social,54.99,6.32,61.31,0.0,Completed,1
ORD0001128,CUS00561,2023-11-28,2023-11,2023,Q4,Tuesday,False,True,London,England,Paid Social,243.58,4.14,247.72,0.13,Completed,1
ORD0001129,CUS00561,2024-05-26,2024-05,2024,Q2,Sunday,True,True,London,England,Paid Social,26.94,4.33,31.27,0.23,Completed,1
ORD0001130,CUS00561,2024-06-26,2024-06,2024,Q2,Wednesday,False,True,London,England,Paid Social,63.71,5.58,69.29,0.22,Returned,3
ORD0001131,CUS00561,2024-12-19,2024-12,2024,Q4,Thursday,False,False,London,England,Paid Social,8.45,3.97,12.42,0.06,Completed,1
ORD0001132,CUS00562,2023-11-08,2023-11,2023,Q4,Wednesday,False,False,Liverpool,England,Direct,139.99,4.47,144.46,0.0,Completed,1
ORD0001133,CUS00562,2023-11-22,2023-11,2023,Q4,Wednesday,False,False,Liverpool,England,Direct,294.95,10.14,305.09,0.0,Completed,3
ORD0001134,CUS00562,2023-12-18,2023-12,2023,Q4,Monday,False,False,Liverpool,England,Direct,149.99,5.04,155.03,0.0,Completed,1
ORD0001135,CUS00562,2024-01-01,2024-01,2024,Q1,Monday,False,False,Liverpool,England,Direct,142.98,7.35,150.33,0.0,Completed,2
ORD0001136,CUS00562,2024-03-19,2024-03,2024,Q1,Tuesday,False,False,Liverpool,England,Direct,44.99,4.68,49.67,0.0,Completed,1
ORD0001137,CUS00562,2024-04-28,2024-04,2024,Q2,Sunday,True,True,Liverpool,England,Direct,44.39,5.14,49.53,0.26,Completed,1
ORD0001138,CUS00562,2024-06-27,2024-06,2024,Q2,Thursday,False,True,Liverpool,England,Direct,81.28,7.3,88.58,0.17,Completed,3
ORD0001139,CUS00562,2024-10-14,2024-10,2024,Q4,Monday,False,False,Liverpool,England,Direct,250.96,5.94,256.9,0.0,Completed,4
ORD0001140,CUS00562,2024-11-24,2024-11,2024,Q4,Sunday,True,True,Liverpool,England,Direct,46.72,6.53,53.25,0.15,Completed,2
ORD0001141,CUS00562,2024-12-08,2024-12,2024,Q4,Sunday,True,False,Liverpool,England,Direct,109.99,5.46,115.45,0.0,Completed,1
ORD0001142,CUS00563,2022-12-25,2022-12,2022,Q4,Sunday,True,True,Glasgow,Scotland,Paid Social,16.39,8.32,24.71,0.18,Completed,1
ORD0001143,CUS00564,2023-06-22,2023-06,2023,Q2,Thursday,False,False,Manchester,England,Paid Social,189.97,5.56,195.53,0.0,Completed,2
ORD0001144,CUS00565,2022-07-08,2022-07,2022,Q3,Friday,False,False,London,England,Paid Social,17.98,4.14,22.12,0.0,Pending,1
ORD0001145,CUS00566,2024-03-30,2024-03,2024,Q1,Saturday,True,True,Birmingham,England,Paid Social,264.08,7.56,271.64,0.23,Completed,2
ORD0001146,CUS00567,2023-07-09,2023-07,2023,Q3,Sunday,True,False,Liverpool,England,Paid Social,139.99,4.47,144.46,0.0,Completed,1
ORD0001147,CUS00568,2022-09-27,2022-09,2022,Q3,Tuesday,False,True,Nottingham,England,Referral,70.53,6.59,77.12,0.17,Completed,2
ORD0001148,CUS00569,2023-10-28,2023-10,2023,Q4,Saturday,True,True,London,England,Paid Social,170.97,5.06,176.41,0.24,Completed,2
ORD0001149,CUS00569,2023-11-11,2023-11,2023,Q4,Saturday,True,False,London,England,Paid Social,9.99,4.12,14.11,0.0,Completed,1
ORD0001150,CUS00569,2023-12-19,2023-12,2023,Q4,Tuesday,False,False,London,England,Paid Social,219.97,5.79,225.76,0.0,Pending,2
ORD0001151,CUS00569,2024-01-02,2024-01,2024,Q1,Tuesday,False,False,London,England,Paid Social,809.97,31.84,841.81,0.0,Completed,2
ORD0001152,CUS00569,2024-01-16,2024-01,2024,Q1,Tuesday,False,False,London,England,Paid Social,319.57,18.08,337.65,0.06,Completed,2
