item_id,order_id,product_id,product_name,category,supplier,qty,unit_price,discount_pct,discounted_price,line_total,cost_price,weight_kg,order_date,order_status
ITM0002856,ORD0001669,P026,HDMI Cable 2m,Accessories,ValueSource Co,1,8.99,0.0,8.99,8.99,2.2,0.08,2022-01-06,Completed
ITM0002857,ORD0001669,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2022-01-06,Completed
ITM0002858,ORD0001669,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,2,59.99,0.0,59.99,119.98,18.0,0.4,2022-01-06,Completed
ITM0002859,ORD0001669,P027,Cable Clips Pack 50,Accessories,ValueSource Co,1,5.99,0.0,5.99,5.99,1.0,0.08,2022-01-06,Completed
ITM0002860,ORD0001670,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2024-09-05,Cancelled
ITM0002861,ORD0001670,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2024-09-05,Cancelled
ITM0002862,ORD0001671,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,2,11.71,0.0,11.71,23.42,15.0,0.45,2024-12-17,Completed
ITM0002863,ORD0001671,P018,Action Camera 4K,Cameras,BrightGadgets,1,169.99,0.0,169.99,169.99,72.0,0.35,2024-12-17,Completed
ITM0002864,ORD0001672,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.27,102.19,102.19,55.0,0.08,2024-12-31,Cancelled
ITM0002865,ORD0001672,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.27,102.19,102.19,55.0,0.08,2024-12-31,Cancelled
ITM0002866,ORD0001672,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.27,36.49,36.49,14.0,0.15,2024-12-31,Cancelled
ITM0002867,ORD0001673,P026,HDMI Cable 2m,Accessories,ValueSource Co,2,8.99,0.0,8.99,17.98,2.2,0.08,2024-07-16,Completed
ITM0002868,ORD0001673,P027,Cable Clips Pack 50,Accessories,ValueSource Co,1,5.99,0.0,5.99,5.99,1.0,0.08,2024-07-16,Completed
ITM0002869,ORD0001674,P015,Microphone USB Condenser,Audio,EliteComponents,3,99.99,0.0,99.99,299.97,42.0,0.55,2024-05-07,Completed
ITM0002870,ORD0001675,P016,27in Monitor 4K,Displays,BrightGadgets,2,319.99,0.0,319.99,639.98,138.0,6.5,2022-08-10,Completed
ITM0002871,ORD0001676,P013,Portable SSD 1TB,Storage,EliteComponents,2,89.99,0.0,89.99,179.98,40.0,0.1,2022-09-05,Completed
ITM0002872,ORD0001677,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.11,31.14,31.14,9.5,0.3,2022-09-19,Completed
ITM0002873,ORD0001678,P030,Webcam 4K Pro,Peripherals,TechCore Ltd,1,149.99,0.0,149.99,149.99,58.0,0.35,2022-11-16,Completed
ITM0002874,ORD0001679,P028,Gaming Chair Ergonomic,Furniture,ValueSource Co,2,349.99,0.0,349.99,699.98,155.0,18.0,2022-04-22,Completed
ITM0002875,ORD0001680,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,1,19.99,0.0,19.99,19.99,6.0,0.25,2024-06-19,Completed
ITM0002876,ORD0001680,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.0,44.99,44.99,17.0,0.18,2024-06-19,Completed
ITM0002877,ORD0001680,P030,Webcam 4K Pro,Peripherals,TechCore Ltd,1,149.99,0.0,149.99,149.99,58.0,0.35,2024-06-19,Completed
ITM0002878,ORD0001681,P018,Action Camera 4K,Cameras,BrightGadgets,1,169.99,0.18,139.39,139.39,72.0,0.35,2024-07-25,Completed
ITM0002879,ORD0001682,P013,Portable SSD 1TB,Storage,EliteComponents,2,89.99,0.07,83.69,167.38,40.0,0.1,2024-08-17,Returned
ITM0002880,ORD0001682,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.07,83.69,83.69,35.0,0.3,2024-08-17,Returned
ITM0002881,ORD0001683,P023,Cable Management Kit,Accessories,ValueSource Co,1,12.99,0.0,12.99,12.99,3.8,0.3,2024-03-10,Completed
ITM0002882,ORD0001684,P019,Ring Light 10in,Lighting,BrightGadgets,1,54.99,0.0,54.99,54.99,19.0,1.2,2024-04-02,Cancelled
ITM0002883,ORD0001684,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,1,42.99,0.0,42.99,42.99,14.0,0.9,2024-04-02,Cancelled
ITM0002884,ORD0001684,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,1,34.99,0.0,34.99,34.99,11.0,0.25,2024-04-02,Cancelled
ITM0002885,ORD0001685,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2024-04-16,Completed
ITM0002886,ORD0001686,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.0,54.99,54.99,20.0,0.3,2024-05-11,Completed
ITM0002887,ORD0001686,P014,Docking Station USB-C,Accessories,EliteComponents,1,109.99,0.0,109.99,109.99,45.0,0.55,2024-05-11,Completed
ITM0002888,ORD0001687,P009,Desk Pad XL,Accessories,TechCore Ltd,1,29.99,0.0,29.99,29.99,10.0,0.6,2024-09-06,Pending
ITM0002889,ORD0001688,P014,Docking Station USB-C,Accessories,EliteComponents,1,109.99,0.0,109.99,109.99,45.0,0.55,2024-09-20,Completed
ITM0002890,ORD0001688,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2024-09-20,Completed
ITM0002891,ORD0001688,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.0,49.99,49.99,14.0,0.15,2024-09-20,Completed
ITM0002892,ORD0001689,P015,Microphone USB Condenser,Audio,EliteComponents,1,99.99,0.0,99.99,99.99,42.0,0.55,2024-10-21,Completed
ITM0002893,ORD0001690,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,1,34.99,0.0,34.99,34.99,11.0,0.25,2023-06-09,Completed
ITM0002894,ORD0001690,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2023-06-09,Completed
ITM0002895,ORD0001691,P013,Portable SSD 1TB,Storage,EliteComponents,3,89.99,0.0,89.99,269.97,40.0,0.1,2023-05-12,Cancelled
ITM0002896,ORD0001691,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.0,44.99,44.99,17.0,0.18,2023-05-12,Cancelled
ITM0002897,ORD0001691,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,2,34.99,0.0,34.99,69.98,9.5,0.3,2023-05-12,Cancelled
ITM0002898,ORD0001692,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,1,34.99,0.0,34.99,34.99,11.0,0.25,2022-03-14,Completed
ITM0002899,ORD0001693,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,1,42.99,0.2,34.39,34.39,14.0,0.9,2024-12-28,Completed
ITM0002900,ORD0001694,P015,Microphone USB Condenser,Audio,EliteComponents,1,99.99,0.0,99.99,99.99,42.0,0.55,2024-09-22,Completed
ITM0002901,ORD0001694,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,2,34.99,0.0,34.99,69.98,9.5,0.3,2024-09-22,Completed
ITM0002902,ORD0001695,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,1,42.99,0.0,42.99,42.99,14.0,0.9,2024-12-16,Completed
ITM0002903,ORD0001696,P019,Ring Light 10in,Lighting,BrightGadgets,1,54.99,0.0,54.99,54.99,19.0,1.2,2024-09-05,Completed
ITM0002904,ORD0001697,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2023-09-20,Completed
ITM0002905,ORD0001698,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.25,67.49,67.49,35.0,0.3,2024-09-28,Completed
ITM0002906,ORD0001699,P019,Ring Light 10in,Lighting,BrightGadgets,1,54.99,0.0,54.99,54.99,19.0,1.2,2022-11-11,Completed
ITM0002907,ORD0001700,P009,Desk Pad XL,Accessories,TechCore Ltd,1,29.99,0.0,29.99,29.99,10.0,0.6,2022-12-02,Completed
ITM0002908,ORD0001701,P026,HDMI Cable 2m,Accessories,ValueSource Co,1,8.99,0.0,8.99,8.99,2.2,0.08,2024-04-17,Completed
ITM0002909,ORD0001702,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2024-06-09,Completed
ITM0002910,ORD0001702,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2024-06-09,Completed
ITM0002911,ORD0001703,P018,Action Camera 4K,Cameras,BrightGadgets,2,169.99,0.0,169.99,339.98,72.0,0.35,2024-10-06,Completed
ITM0002912,ORD0001703,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2024-10-06,Completed
ITM0002913,ORD0001704,P016,27in Monitor 4K,Displays,BrightGadgets,2,319.99,0.0,319.99,639.98,138.0,6.5,2022-12-13,Completed
ITM0002914,ORD0001704,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2022-12-13,Completed
ITM0002915,ORD0001705,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.17,49.79,49.79,18.0,0.4,2023-01-24,Completed
ITM0002916,ORD0001706,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.24,30.39,30.39,12.0,0.8,2023-03-26,Completed
ITM0002917,ORD0001706,P026,HDMI Cable 2m,Accessories,ValueSource Co,1,8.99,0.24,6.83,6.83,2.2,0.08,2023-03-26,Completed
ITM0002918,ORD0001706,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.24,30.39,30.39,12.0,0.8,2023-03-26,Completed
ITM0002919,ORD0001707,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2023-07-14,Completed
ITM0002920,ORD0001708,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.17,45.64,45.64,20.0,0.3,2023-08-30,Completed
ITM0002921,ORD0001709,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.2,71.99,71.99,40.0,0.1,2024-01-25,Completed
ITM0002922,ORD0001710,P026,HDMI Cable 2m,Accessories,ValueSource Co,2,8.99,0.28,6.47,12.94,2.2,0.08,2024-03-25,Completed
ITM0002923,ORD0001711,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2024-04-08,Completed
ITM0002924,ORD0001711,P025,Screen Cleaning Kit,Accessories,ValueSource Co,1,7.99,0.0,7.99,7.99,1.5,0.1,2024-04-08,Completed
ITM0002925,ORD0001711,P019,Ring Light 10in,Lighting,BrightGadgets,1,54.99,0.0,54.99,54.99,19.0,1.2,2024-04-08,Completed
ITM0002926,ORD0001712,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,2,54.99,0.0,54.99,109.98,20.0,0.3,2024-05-14,Completed
ITM0002927,ORD0001713,P027,Cable Clips Pack 50,Accessories,ValueSource Co,1,5.99,0.14,5.15,5.15,1.0,0.08,2024-05-28,Completed
ITM0002928,ORD0001713,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.14,34.39,34.39,12.0,0.8,2024-05-28,Completed
ITM0002929,ORD0001713,P014,Docking Station USB-C,Accessories,EliteComponents,1,109.99,0.14,94.59,94.59,45.0,0.55,2024-05-28,Completed
ITM0002930,ORD0001714,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.0,44.99,44.99,17.0,0.18,2024-07-18,Returned
ITM0002931,ORD0001714,P012,Gaming Mouse RGB,Peripherals,EliteComponents,2,44.99,0.0,44.99,89.98,17.0,0.18,2024-07-18,Returned
ITM0002932,ORD0001715,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2024-08-16,Completed
ITM0002933,ORD0001716,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,2,34.99,0.0,34.99,69.98,11.0,0.25,2024-09-03,Completed
ITM0002934,ORD0001716,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2024-09-03,Completed
ITM0002935,ORD0001716,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.0,54.99,54.99,20.0,0.3,2024-09-03,Completed
ITM0002936,ORD0001716,P030,Webcam 4K Pro,Peripherals,TechCore Ltd,1,149.99,0.0,149.99,149.99,58.0,0.35,2024-09-03,Completed
ITM0002937,ORD0001717,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.0,44.99,44.99,17.0,0.18,2024-11-20,Completed
ITM0002938,ORD0001717,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,3,54.99,0.0,54.99,164.97,20.0,0.3,2024-11-20,Completed
ITM0002939,ORD0001717,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,2,11.71,0.0,11.71,23.42,15.0,0.45,2024-11-20,Completed
ITM0002940,ORD0001718,P027,Cable Clips Pack 50,Accessories,ValueSource Co,1,5.99,0.0,5.99,5.99,1.0,0.08,2023-07-07,Completed
ITM0002941,ORD0001718,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,2,34.99,0.0,34.99,69.98,9.5,0.3,2023-07-07,Completed
ITM0002942,ORD0001719,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2024-10-20,Completed
ITM0002943,ORD0001720,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.0,49.99,49.99,14.0,0.15,2023-08-14,Completed
ITM0002944,ORD0001721,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.0,54.99,54.99,20.0,0.3,2023-10-21,Completed
ITM0002945,ORD0001721,P027,Cable Clips Pack 50,Accessories,ValueSource Co,1,5.99,0.0,5.99,5.99,1.0,0.08,2023-10-21,Completed
ITM0002946,ORD0001722,P028,Gaming Chair Ergonomic,Furniture,ValueSource Co,1,349.99,0.0,349.99,349.99,155.0,18.0,2023-11-06,Completed
ITM0002947,ORD0001723,P027,Cable Clips Pack 50,Accessories,ValueSource Co,1,5.99,0.0,5.99,5.99,1.0,0.08,2024-05-04,Cancelled
ITM0002948,ORD0001723,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.0,44.99,44.99,17.0,0.18,2024-05-04,Cancelled
ITM0002949,ORD0001724,P019,Ring Light 10in,Lighting,BrightGadgets,1,54.99,0.27,40.14,40.14,19.0,1.2,2024-07-26,Completed
ITM0002950,ORD0001724,P016,27in Monitor 4K,Displays,BrightGadgets,2,319.99,0.27,233.59,467.18,138.0,6.5,2024-07-26,Completed
ITM0002951,ORD0001725,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,3,39.99,0.0,39.99,119.97,12.0,0.8,2024-09-02,Completed
ITM0002952,ORD0001725,P010,Noise Cancel Headphones,Audio,TechCore Ltd,1,38.98,0.0,38.98,38.98,48.0,0.28,2024-09-02,Completed
ITM0002953,ORD0001726,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,1,42.99,0.0,42.99,42.99,14.0,0.9,2024-11-06,Completed
ITM0002954,ORD0001726,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.0,54.99,54.99,20.0,0.3,2024-11-06,Completed
ITM0002955,ORD0001727,P026,HDMI Cable 2m,Accessories,ValueSource Co,2,8.99,0.0,8.99,17.98,2.2,0.08,2024-01-11,Completed
ITM0002956,ORD0001728,P025,Screen Cleaning Kit,Accessories,ValueSource Co,1,7.99,0.0,7.99,7.99,1.5,0.1,2024-05-05,Completed
ITM0002957,ORD0001728,P015,Microphone USB Condenser,Audio,EliteComponents,3,99.99,0.0,99.99,299.97,42.0,0.55,2024-05-05,Completed
ITM0002958,ORD0001728,P003,Smart Watch Fitness,Wearables,NovaTech Supply,2,139.99,0.0,139.99,279.98,55.0,0.08,2024-05-05,Completed
ITM0002959,ORD0001729,P012,Gaming Mouse RGB,Peripherals,EliteComponents,2,44.99,0.0,44.99,89.98,17.0,0.18,2023-03-05,Completed
ITM0002960,ORD0001729,P015,Microphone USB Condenser,Audio,EliteComponents,1,99.99,0.0,99.99,99.99,42.0,0.55,2023-03-05,Completed
ITM0002961,ORD0001729,P009,Desk Pad XL,Accessories,TechCore Ltd,1,29.99,0.0,29.99,29.99,10.0,0.6,2023-03-05,Completed
ITM0002962,ORD0001730,P025,Screen Cleaning Kit,Accessories,ValueSource Co,1,7.99,0.0,7.99,7.99,1.5,0.1,2023-01-01,Completed
ITM0002963,ORD0001731,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.0,44.99,44.99,17.0,0.18,2022-01-10,Completed
ITM0002964,ORD0001732,P029,Thermal Paste Premium,PC Parts,EliteComponents,2,9.99,0.0,9.99,19.98,3.0,0.05,2023-12-18,Completed
ITM0002965,ORD0001733,P019,Ring Light 10in,Lighting,BrightGadgets,1,54.99,0.0,54.99,54.99,19.0,1.2,2024-09-22,Completed
ITM0002966,ORD0001733,P021,VR Headset Standalone,Gaming,BrightGadgets,1,299.99,0.0,299.99,299.99,140.0,0.65,2024-09-22,Completed
ITM0002967,ORD0001734,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.0,39.99,39.99,12.0,0.8,2022-12-01,Completed
ITM0002968,ORD0001734,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,3,39.99,0.0,39.99,119.97,12.0,0.8,2022-12-01,Completed
ITM0002969,ORD0001735,P027,Cable Clips Pack 50,Accessories,ValueSource Co,3,5.99,0.0,5.99,17.97,1.0,0.08,2023-10-09,Completed
ITM0002970,ORD0001736,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,3,34.99,0.12,30.79,92.37,9.5,0.3,2024-12-25,Completed
ITM0002971,ORD0001736,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.12,39.59,39.59,17.0,0.18,2024-12-25,Completed
ITM0002972,ORD0001736,P025,Screen Cleaning Kit,Accessories,ValueSource Co,1,7.99,0.12,7.03,7.03,1.5,0.1,2024-12-25,Completed
ITM0002973,ORD0001737,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,2,49.99,0.0,49.99,99.98,14.0,0.15,2023-07-10,Completed
ITM0002974,ORD0001738,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.27,102.19,102.19,55.0,0.08,2024-11-26,Completed
ITM0002975,ORD0001738,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.27,36.49,36.49,14.0,0.15,2024-11-26,Completed
ITM0002976,ORD0001739,P009,Desk Pad XL,Accessories,TechCore Ltd,2,29.99,0.0,29.99,59.98,10.0,0.6,2024-09-12,Completed
ITM0002977,ORD0001739,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2024-09-12,Completed
ITM0002978,ORD0001740,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.19,28.34,28.34,9.5,0.3,2023-10-27,Completed
ITM0002979,ORD0001740,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,2,39.99,0.19,32.39,64.78,12.0,0.8,2023-10-27,Completed
ITM0002980,ORD0001741,P025,Screen Cleaning Kit,Accessories,ValueSource Co,2,7.99,0.0,7.99,15.98,1.5,0.1,2024-03-03,Completed
ITM0002981,ORD0001742,P010,Noise Cancel Headphones,Audio,TechCore Ltd,1,38.98,0.05,37.03,37.03,48.0,0.28,2022-05-11,Completed
ITM0002982,ORD0001742,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,1,42.99,0.05,40.84,40.84,14.0,0.9,2022-05-11,Completed
ITM0002983,ORD0001743,P010,Noise Cancel Headphones,Audio,TechCore Ltd,1,38.98,0.0,38.98,38.98,48.0,0.28,2023-11-12,Completed
ITM0002984,ORD0001743,P025,Screen Cleaning Kit,Accessories,ValueSource Co,1,7.99,0.0,7.99,7.99,1.5,0.1,2023-11-12,Completed
ITM0002985,ORD0001744,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2024-07-10,Completed
ITM0002986,ORD0001745,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2022-12-07,Completed
ITM0002987,ORD0001746,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2022-04-17,Completed
ITM0002988,ORD0001746,P026,HDMI Cable 2m,Accessories,ValueSource Co,2,8.99,0.0,8.99,17.98,2.2,0.08,2022-04-17,Completed
ITM0002989,ORD0001746,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.0,49.99,49.99,14.0,0.15,2022-04-17,Completed
ITM0002990,ORD0001747,P027,Cable Clips Pack 50,Accessories,ValueSource Co,1,5.99,0.0,5.99,5.99,1.0,0.08,2022-03-11,Completed
ITM0002991,ORD0001748,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.13,34.79,34.79,12.0,0.8,2022-03-25,Completed
ITM0002992,ORD0001749,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,3,19.99,0.27,14.59,43.77,6.0,0.25,2022-09-26,Completed
ITM0002993,ORD0001750,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,2,34.99,0.25,26.24,52.48,9.5,0.3,2022-11-29,Completed
ITM0002994,ORD0001750,P030,Webcam 4K Pro,Peripherals,TechCore Ltd,1,149.99,0.25,112.49,112.49,58.0,0.35,2022-11-29,Completed
ITM0002995,ORD0001750,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,1,42.99,0.25,32.24,32.24,14.0,0.9,2022-11-29,Completed
ITM0002996,ORD0001750,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.25,44.99,44.99,18.0,0.4,2022-11-29,Completed
ITM0002997,ORD0001751,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.0,39.99,39.99,12.0,0.8,2022-12-13,Completed
ITM0002998,ORD0001752,P013,Portable SSD 1TB,Storage,EliteComponents,3,89.99,0.17,74.69,224.07,40.0,0.1,2024-08-24,Completed
ITM0002999,ORD0001753,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2023-09-18,Completed
ITM0003000,ORD0001754,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,1,19.99,0.0,19.99,19.99,6.0,0.25,2023-11-23,Completed
ITM0003001,ORD0001755,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.0,39.99,39.99,12.0,0.8,2024-02-20,Completed
ITM0003002,ORD0001755,P019,Ring Light 10in,Lighting,BrightGadgets,1,54.99,0.0,54.99,54.99,19.0,1.2,2024-02-20,Completed
ITM0003003,ORD0001755,P013,Portable SSD 1TB,Storage,EliteComponents,2,89.99,0.0,89.99,179.98,40.0,0.1,2024-02-20,Completed
ITM0003004,ORD0001756,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,2,89.99,0.28,64.79,129.58,35.0,0.3,2023-03-30,Completed
ITM0003005,ORD0001757,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2023-03-13,Completed
ITM0003006,ORD0001757,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.0,49.99,49.99,14.0,0.15,2023-03-13,Completed
ITM0003007,ORD0001758,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.0,54.99,54.99,20.0,0.3,2023-12-03,Completed
ITM0003008,ORD0001758,P023,Cable Management Kit,Accessories,ValueSource Co,1,12.99,0.0,12.99,12.99,3.8,0.3,2023-12-03,Completed
ITM0003009,ORD0001758,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.0,44.99,44.99,17.0,0.18,2023-12-03,Completed
ITM0003010,ORD0001758,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2023-12-03,Completed
ITM0003011,ORD0001759,P024,Phone Stand Adjustable,Accessories,ValueSource Co,1,9.99,0.22,7.79,7.79,2.8,0.15,2024-06-27,Completed
ITM0003012,ORD0001760,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.0,54.99,54.99,20.0,0.3,2022-10-21,Completed
ITM0003013,ORD0001761,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.0,89.99,89.99,40.0,0.1,2023-03-15,Completed
ITM0003014,ORD0001761,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,1,34.99,0.0,34.99,34.99,11.0,0.25,2023-03-15,Completed
ITM0003015,ORD0001762,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,3,34.99,0.0,34.99,104.97,11.0,0.25,2023-05-04,Completed
ITM0003016,ORD0001762,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2023-05-04,Completed
ITM0003017,ORD0001762,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2023-05-04,Completed
ITM0003018,ORD0001763,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.0,39.99,39.99,12.0,0.8,2023-05-21,Completed
ITM0003019,ORD0001764,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,3,59.99,0.0,59.99,179.97,18.0,0.4,2023-08-13,Completed
ITM0003020,ORD0001765,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,2,49.99,0.25,37.49,74.98,14.0,0.15,2023-08-27,Returned
ITM0003021,ORD0001766,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2024-02-10,Completed
ITM0003022,ORD0001767,P016,27in Monitor 4K,Displays,BrightGadgets,1,319.99,0.26,236.79,236.79,138.0,6.5,2024-02-24,Completed
ITM0003023,ORD0001767,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.26,36.99,36.99,14.0,0.15,2024-02-24,Completed
ITM0003024,ORD0001768,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,2,89.99,0.0,89.99,179.98,35.0,0.3,2024-06-22,Completed
ITM0003025,ORD0001768,P024,Phone Stand Adjustable,Accessories,ValueSource Co,1,9.99,0.0,9.99,9.99,2.8,0.15,2024-06-22,Completed
ITM0003026,ORD0001769,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,1,34.99,0.0,34.99,34.99,11.0,0.25,2024-08-01,Completed
ITM0003027,ORD0001770,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.0,89.99,89.99,40.0,0.1,2024-08-15,Completed
ITM0003028,ORD0001770,P010,Noise Cancel Headphones,Audio,TechCore Ltd,1,38.98,0.0,38.98,38.98,48.0,0.28,2024-08-15,Completed
ITM0003029,ORD0001770,P027,Cable Clips Pack 50,Accessories,ValueSource Co,1,5.99,0.0,5.99,5.99,1.0,0.08,2024-08-15,Completed
ITM0003030,ORD0001771,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.0,54.99,54.99,20.0,0.3,2024-10-12,Cancelled
