product_id,date,stock_level,units_sold,stockout_flag
P003,2023-10-15,0,0,1
P003,2023-10-16,0,0,1
P003,2023-10-17,0,0,1
P003,2023-10-18,0,0,1
P003,2023-10-19,0,0,1
P003,2023-10-20,0,0,1
P003,2023-10-21,0,0,1
P003,2023-10-22,0,0,1
P003,2023-10-23,0,0,1
P003,2023-10-24,0,0,1
P003,2023-10-25,0,0,1
P003,2023-10-26,0,0,1
P003,2023-10-27,0,0,1
P003,2023-10-28,0,0,1
P003,2023-10-29,0,0,1
P003,2023-10-30,0,0,1
P003,2023-10-31,0,0,1
P003,2023-11-01,135,19,0
P003,2023-11-02,113,22,0
P003,2023-11-03,91,22,0
P003,2023-11-04,56,35,0
P003,2023-11-05,30,26,0
P003,2023-11-06,12,18,0
P003,2023-11-07,0,12,1
P003,2023-11-08,0,0,1
P003,2023-11-09,0,0,1
P003,2023-11-10,0,0,1
P003,2023-11-11,0,0,1
P003,2023-11-12,0,0,1
P003,2023-11-13,0,0,1
P003,2023-11-14,0,0,1
P003,2023-11-15,0,0,1
P003,2023-11-16,0,0,1
P003,2023-11-17,0,0,1
P003,2023-11-18,0,0,1
P003,2023-11-19,0,0,1
P003,2023-11-20,0,0,1
P003,2023-11-21,0,0,1
P003,2023-11-22,0,0,1
P003,2023-11-23,0,0,1
P003,2023-11-24,0,0,1
P003,2023-11-25,0,0,1
P003,2023-11-26,0,0,1
P003,2023-11-27,0,0,1
P003,2023-11-28,0,0,1
P003,2023-11-29,0,0,1
P003,2023-11-30,0,0,1
P003,2023-12-01,134,20,0
P003,2023-12-02,114,20,0
P003,2023-12-03,95,19,0
P003,2023-12-04,76,19,0
P003,2023-12-05,61,15,0
P003,2023-12-06,50,11,0
P003,2023-12-07,36,14,0
P003,2023-12-08,24,12,0
P003,2023-12-09,0,24,1
P003,2023-12-10,0,0,1
P003,2023-12-11,0,0,1
P003,2023-12-12,0,0,1
P003,2023-12-13,0,0,1
P003,2023-12-14,0,0,1
P003,2023-12-15,0,0,1
P003,2023-12-16,0,0,1
P003,2023-12-17,0,0,1
P003,2023-12-18,0,0,1
P003,2023-12-19,0,0,1
P003,2023-12-20,0,0,1
P003,2023-12-21,0,0,1
P003,2023-12-22,0,0,1
P003,2023-12-23,0,0,1
P003,2023-12-24,0,0,1
P003,2023-12-25,0,0,1
P003,2023-12-26,0,0,1
P003,2023-12-27,0,0,1
P003,2023-12-28,0,0,1
P003,2023-12-29,0,0,1
P003,2023-12-30,0,0,1
P003,2023-12-31,0,0,1
P003,2024-01-01,276,4,0
P003,2024-01-02,273,3,0
P003,2024-01-03,267,6,0
P003,2024-01-04,264,3,0
P003,2024-01-05,258,6,0
P003,2024-01-06,247,11,0
P003,2024-01-07,239,8,0
P003,2024-01-08,235,4,0
P003,2024-01-09,232,3,0
P003,2024-01-10,227,5,0
P003,2024-01-11,222,5,0
P003,2024-01-12,219,3,0
P003,2024-01-13,210,9,0
P003,2024-01-14,205,5,0
P003,2024-01-15,202,3,0
P003,2024-01-16,197,5,0
P003,2024-01-17,192,5,0
P003,2024-01-18,188,4,0
P003,2024-01-19,183,5,0
P003,2024-01-20,177,6,0
P003,2024-01-21,170,7,0
P003,2024-01-22,166,4,0
P003,2024-01-23,161,5,0
P003,2024-01-24,155,6,0
P003,2024-01-25,150,5,0
P003,2024-01-26,147,3,0
P003,2024-01-27,141,6,0
P003,2024-01-28,134,7,0
P003,2024-01-29,131,3,0
P003,2024-01-30,127,4,0
P003,2024-01-31,121,6,0
P003,2024-02-01,396,5,0
P003,2024-02-02,389,7,0
P003,2024-02-03,382,7,0
P003,2024-02-04,372,10,0
P003,2024-02-05,366,6,0
P003,2024-02-06,360,6,0
P003,2024-02-07,352,8,0
P003,2024-02-08,346,6,0
P003,2024-02-09,339,7,0
P003,2024-02-10,331,8,0
P003,2024-02-11,324,7,0
P003,2024-02-12,317,7,0
P003,2024-02-13,312,5,0
P003,2024-02-14,305,7,0
P003,2024-02-15,298,7,0
P003,2024-02-16,290,8,0
P003,2024-02-17,282,8,0
P003,2024-02-18,270,12,0
P003,2024-02-19,265,5,0
P003,2024-02-20,260,5,0
P003,2024-02-21,252,8,0
P003,2024-02-22,248,4,0
P003,2024-02-23,241,7,0
P003,2024-02-24,235,6,0
P003,2024-02-25,225,10,0
P003,2024-02-26,219,6,0
P003,2024-02-27,215,4,0
P003,2024-02-28,208,7,0
P003,2024-02-29,202,6,0
P003,2024-03-01,472,10,0
P003,2024-03-02,458,14,0
P003,2024-03-03,447,11,0
P003,2024-03-04,438,9,0
P003,2024-03-05,430,8,0
P003,2024-03-06,424,6,0
P003,2024-03-07,418,6,0
P003,2024-03-08,414,4,0
P003,2024-03-09,407,7,0
P003,2024-03-10,395,12,0
P003,2024-03-11,386,9,0
P003,2024-03-12,377,9,0
P003,2024-03-13,373,4,0
P003,2024-03-14,365,8,0
P003,2024-03-15,358,7,0
P003,2024-03-16,343,15,0
P003,2024-03-17,327,16,0
P003,2024-03-18,319,8,0
P003,2024-03-19,315,4,0
P003,2024-03-20,309,6,0
P003,2024-03-21,304,5,0
P003,2024-03-22,294,10,0
P003,2024-03-23,279,15,0
P003,2024-03-24,272,7,0
P003,2024-03-25,263,9,0
P003,2024-03-26,256,7,0
P003,2024-03-27,247,9,0
P003,2024-03-28,239,8,0
P003,2024-03-29,232,7,0
P003,2024-03-30,221,11,0
P003,2024-03-31,214,7,0
P003,2024-04-01,483,11,0
P003,2024-04-02,473,10,0
P003,2024-04-03,467,6,0
P003,2024-04-04,457,10,0
P003,2024-04-05,447,10,0
P003,2024-04-06,431,16,0
P003,2024-04-07,422,9,0
P003,2024-04-08,415,7,0
P003,2024-04-09,408,7,0
P003,2024-04-10,403,5,0
P003,2024-04-11,394,9,0
P003,2024-04-12,389,5,0
P003,2024-04-13,379,10,0
P003,2024-04-14,367,12,0
P003,2024-04-15,356,11,0
P003,2024-04-16,349,7,0
P003,2024-04-17,344,5,0
P003,2024-04-18,339,5,0
P003,2024-04-19,331,8,0
P003,2024-04-20,315,16,0
P003,2024-04-21,300,15,0
P003,2024-04-22,290,10,0
P003,2024-04-23,283,7,0
P003,2024-04-24,276,7,0
P003,2024-04-25,267,9,0
P003,2024-04-26,259,8,0
P003,2024-04-27,246,13,0
P003,2024-04-28,234,12,0
P003,2024-04-29,226,8,0
P003,2024-04-30,217,9,0
P003,2024-05-01,486,11,0
P003,2024-05-02,478,8,0
P003,2024-05-03,467,11,0
P003,2024-05-04,449,18,0
P003,2024-05-05,435,14,0
P003,2024-05-06,425,10,0
P003,2024-05-07,415,10,0
P003,2024-05-08,408,7,0
P003,2024-05-09,399,9,0
P003,2024-05-10,390,9,0
P003,2024-05-11,376,14,0
P003,2024-05-12,359,17,0
P003,2024-05-13,348,11,0
P003,2024-05-14,342,6,0
P003,2024-05-15,336,6,0
P003,2024-05-16,331,5,0
P003,2024-05-17,324,7,0
P003,2024-05-18,316,8,0
P003,2024-05-19,308,8,0
P003,2024-05-20,297,11,0
P003,2024-05-21,287,10,0
P003,2024-05-22,280,7,0
P003,2024-05-23,269,11,0
P003,2024-05-24,261,8,0
P003,2024-05-25,245,16,0
P003,2024-05-26,229,16,0
P003,2024-05-27,224,5,0
P003,2024-05-28,213,11,0
P003,2024-05-29,205,8,0
P003,2024-05-30,196,9,0
P003,2024-05-31,190,6,0
P003,2024-06-01,450,20,0
P003,2024-06-02,430,20,0
P003,2024-06-03,422,8,0
P003,2024-06-04,416,6,0
P003,2024-06-05,408,8,0
P003,2024-06-06,402,6,0
P003,2024-06-07,390,12,0
P003,2024-06-08,377,13,0
P003,2024-06-09,365,12,0
P003,2024-06-10,358,7,0
P003,2024-06-11,348,10,0
P003,2024-06-12,342,6,0
P003,2024-06-13,334,8,0
P003,2024-06-14,326,8,0
P003,2024-06-15,315,11,0
P003,2024-06-16,301,14,0
P003,2024-06-17,289,12,0
P003,2024-06-18,281,8,0
P003,2024-06-19,276,5,0
P003,2024-06-20,271,5,0
P003,2024-06-21,262,9,0
P003,2024-06-22,244,18,0
P003,2024-06-23,227,17,0
P003,2024-06-24,221,6,0
P003,2024-06-25,214,7,0
P003,2024-06-26,209,5,0
P003,2024-06-27,203,6,0
P003,2024-06-28,198,5,0
P003,2024-06-29,189,9,0
P003,2024-06-30,173,16,0
P003,2024-07-01,445,8,0
P003,2024-07-02,437,8,0
P003,2024-07-03,429,8,0
P003,2024-07-04,416,13,0
P003,2024-07-05,407,9,0
P003,2024-07-06,392,15,0
P003,2024-07-07,380,12,0
P003,2024-07-08,368,12,0
P003,2024-07-09,356,12,0
P003,2024-07-10,345,11,0
P003,2024-07-11,333,12,0
P003,2024-07-12,326,7,0
P003,2024-07-13,309,17,0
P003,2024-07-14,296,13,0
P003,2024-07-15,286,10,0
P003,2024-07-16,278,8,0
P003,2024-07-17,271,7,0
P003,2024-07-18,260,11,0
P003,2024-07-19,254,6,0
P003,2024-07-20,239,15,0
P003,2024-07-21,219,20,0
P003,2024-07-22,211,8,0
P003,2024-07-23,201,10,0
P003,2024-07-24,195,6,0
P003,2024-07-25,187,8,0
P003,2024-07-26,179,8,0
P003,2024-07-27,159,20,0
P003,2024-07-28,139,20,0
P003,2024-07-29,128,11,0
P003,2024-07-30,116,12,0
P003,2024-07-31,110,6,0
P003,2024-08-01,382,8,0
P003,2024-08-02,372,10,0
P003,2024-08-03,356,16,0
P003,2024-08-04,340,16,0
P003,2024-08-05,330,10,0
P003,2024-08-06,318,12,0
P003,2024-08-07,306,12,0
P003,2024-08-08,296,10,0
P003,2024-08-09,290,6,0
P003,2024-08-10,277,13,0
P003,2024-08-11,268,9,0
P003,2024-08-12,260,8,0
P003,2024-08-13,254,6,0
P003,2024-08-14,242,12,0
P003,2024-08-15,232,10,0
P003,2024-08-16,222,10,0
P003,2024-08-17,208,14,0
P003,2024-08-18,190,18,0
P003,2024-08-19,179,11,0
P003,2024-08-20,167,12,0
P003,2024-08-21,156,11,0
P003,2024-08-22,149,7,0
P003,2024-08-23,140,9,0
P003,2024-08-24,128,12,0
P003,2024-08-25,119,9,0
P003,2024-08-26,112,7,0
P003,2024-08-27,100,12,0
P003,2024-08-28,92,8,0
P003,2024-08-29,82,10,0
P003,2024-08-30,75,7,0
P003,2024-08-31,57,18,0
P003,2024-09-01,319,18,0
P003,2024-09-02,308,11,0
P003,2024-09-03,300,8,0
P003,2024-09-04,288,12,0
P003,2024-09-05,279,9,0
P003,2024-09-06,266,13,0
P003,2024-09-07,252,14,0
P003,2024-09-08,243,9,0
P003,2024-09-09,236,7,0
P003,2024-09-10,225,11,0
P003,2024-09-11,218,7,0
P003,2024-09-12,212,6,0
P003,2024-09-13,199,13,0
P003,2024-09-14,188,11,0
P003,2024-09-15,171,17,0
P003,2024-09-16,159,12,0
P003,2024-09-17,150,9,0
P003,2024-09-18,138,12,0
P003,2024-09-19,127,11,0
P003,2024-09-20,114,13,0
P003,2024-09-21,105,9,0
P003,2024-09-22,92,13,0
P003,2024-09-23,85,7,0
P003,2024-09-24,75,10,0
P003,2024-09-25,61,14,0
P003,2024-09-26,49,12,0
P003,2024-09-27,35,14,0
P003,2024-09-28,18,17,0
P003,2024-09-29,5,13,0
P003,2024-09-30,0,5,1
P003,2024-10-01,144,10,0
P003,2024-10-02,130,14,0
P003,2024-10-03,115,15,0
P003,2024-10-04,100,15,0
P003,2024-10-05,90,10,0
P003,2024-10-06,66,24,0
P003,2024-10-07,57,9,0
P003,2024-10-08,46,11,0
P003,2024-10-09,35,11,0
P003,2024-10-10,23,12,0
P003,2024-10-11,11,12,0
P003,2024-10-12,0,11,1
P003,2024-10-13,0,0,1
P003,2024-10-14,0,0,1
P003,2024-10-15,0,0,1
P003,2024-10-16,0,0,1
P003,2024-10-17,0,0,1
P003,2024-10-18,0,0,1
P003,2024-10-19,0,0,1
P003,2024-10-20,0,0,1
P003,2024-10-21,0,0,1
P003,2024-10-22,0,0,1
P003,2024-10-23,0,0,1
P003,2024-10-24,0,0,1
P003,2024-10-25,0,0,1
P003,2024-10-26,0,0,1
P003,2024-10-27,0,0,1
P003,2024-10-28,0,0,1
P003,2024-10-29,0,0,1
P003,2024-10-30,0,0,1
P003,2024-10-31,0,0,1
P003,2024-11-01,135,19,0
P003,2024-11-02,112,23,0
P003,2024-11-03,92,20,0
P003,2024-11-04,71,21,0
P003,2024-11-05,52,19,0
P003,2024-11-06,28,24,0
P003,2024-11-07,9,19,0
P003,2024-11-08,0,9,1
P003,2024-11-09,0,0,1
P003,2024-11-10,0,0,1
P003,2024-11-11,0,0,1
P003,2024-11-12,0,0,1
P003,2024-11-13,0,0,1
P003,2024-11-14,0,0,1
P003,2024-11-15,0,0,1
P003,2024-11-16,0,0,1
P003,2024-11-17,0,0,1
P003,2024-11-18,0,0,1
P003,2024-11-19,0,0,1
P003,2024-11-20,0,0,1
P003,2024-11-21,0,0,1
P003,2024-11-22,0,0,1
P003,2024-11-23,0,0,1
P003,2024-11-24,0,0,1
P003,2024-11-25,0,0,1
P003,2024-11-26,0,0,1
P003,2024-11-27,0,0,1
P003,2024-11-28,0,0,1
P003,2024-11-29,0,0,1
P003,2024-11-30,0,0,1
P003,2024-12-01,132,22,0
P003,2024-12-02,111,21,0
P003,2024-12-03,100,11,0
P003,2024-12-04,90,10,0
P003,2024-12-05,75,15,0
P003,2024-12-06,62,13,0
P003,2024-12-07,33,29,0
P003,2024-12-08,1,32,0
P003,2024-12-09,0,1,1
P003,2024-12-10,0,0,1
P003,2024-12-11,0,0,1
P003,2024-12-12,0,0,1
P003,2024-12-13,0,0,1
P003,2024-12-14,0,0,1
P003,2024-12-15,0,0,1
P003,2024-12-16,0,0,1
P003,2024-12-17,0,0,1
P003,2024-12-18,0,0,1
P003,2024-12-19,0,0,1
P003,2024-12-20,0,0,1
P003,2024-12-21,0,0,1
P003,2024-12-22,0,0,1
P003,2024-12-23,0,0,1
P003,2024-12-24,0,0,1
P003,2024-12-25,0,0,1
P003,2024-12-26,0,0,1
P003,2024-12-27,0,0,1
P003,2024-12-28,0,0,1
P003,2024-12-29,0,0,1
P003,2024-12-30,0,0,1
P003,2024-12-31,0,0,1
P004,2022-01-01,355,5,0
P004,2022-01-02,348,7,0
P004,2022-01-03,344,4,0
P004,2022-01-04,342,2,0
P004,2022-01-05,340,2,0
P004,2022-01-06,337,3,0
P004,2022-01-07,335,2,0
P004,2022-01-08,329,6,0
P004,2022-01-09,325,4,0
P004,2022-01-10,323,2,0
P004,2022-01-11,319,4,0
P004,2022-01-12,316,3,0
P004,2022-01-13,313,3,0
P004,2022-01-14,309,4,0
P004,2022-01-15,303,6,0
P004,2022-01-16,299,4,0
P004,2022-01-17,297,2,0
P004,2022-01-18,295,2,0
P004,2022-01-19,292,3,0
P004,2022-01-20,288,4,0
P004,2022-01-21,285,3,0
P004,2022-01-22,281,4,0
P004,2022-01-23,274,7,0
P004,2022-01-24,272,2,0
P004,2022-01-25,268,4,0
P004,2022-01-26,265,3,0
P004,2022-01-27,261,4,0
P004,2022-01-28,258,3,0
P004,2022-01-29,251,7,0
P004,2022-01-30,246,5,0
P004,2022-01-31,243,3,0
P004,2022-02-01,419,4,0
P004,2022-02-02,415,4,0
P004,2022-02-03,411,4,0
P004,2022-02-04,406,5,0
P004,2022-02-05,399,7,0
P004,2022-02-06,391,8,0
P004,2022-02-07,388,3,0
P004,2022-02-08,383,5,0
P004,2022-02-09,378,5,0
P004,2022-02-10,374,4,0
P004,2022-02-11,372,2,0
P004,2022-02-12,368,4,0
P004,2022-02-13,362,6,0
P004,2022-02-14,357,5,0
P004,2022-02-15,355,2,0
P004,2022-02-16,352,3,0
P004,2022-02-17,348,4,0
P004,2022-02-18,343,5,0
P004,2022-02-19,339,4,0
P004,2022-02-20,331,8,0
P004,2022-02-21,328,3,0
P004,2022-02-22,323,5,0
P004,2022-02-23,318,5,0
P004,2022-02-24,315,3,0
P004,2022-02-25,311,4,0
P004,2022-02-26,305,6,0
P004,2022-02-27,300,5,0
P004,2022-02-28,298,2,0
P004,2022-03-01,472,6,0
P004,2022-03-02,469,3,0
P004,2022-03-03,463,6,0
P004,2022-03-04,460,3,0
P004,2022-03-05,455,5,0
P004,2022-03-06,449,6,0
P004,2022-03-07,444,5,0
P004,2022-03-08,439,5,0
P004,2022-03-09,434,5,0
P004,2022-03-10,429,5,0
P004,2022-03-11,423,6,0
P004,2022-03-12,417,6,0
P004,2022-03-13,409,8,0
P004,2022-03-14,406,3,0
P004,2022-03-15,400,6,0
P004,2022-03-16,395,5,0
P004,2022-03-17,392,3,0
P004,2022-03-18,388,4,0
P004,2022-03-19,379,9,0
P004,2022-03-20,371,8,0
P004,2022-03-21,366,5,0
P004,2022-03-22,360,6,0
P004,2022-03-23,357,3,0
P004,2022-03-24,354,3,0
P004,2022-03-25,349,5,0
P004,2022-03-26,340,9,0
P004,2022-03-27,336,4,0
P004,2022-03-28,331,5,0
P004,2022-03-29,326,5,0
P004,2022-03-30,323,3,0
P004,2022-03-31,318,5,0
P004,2022-04-01,492,6,0
P004,2022-04-02,483,9,0
P004,2022-04-03,476,7,0
P004,2022-04-04,470,6,0
P004,2022-04-05,466,4,0
P004,2022-04-06,459,7,0
P004,2022-04-07,452,7,0
P004,2022-04-08,448,4,0
P004,2022-04-09,443,5,0
P004,2022-04-10,433,10,0
P004,2022-04-11,429,4,0
P004,2022-04-12,423,6,0
P004,2022-04-13,420,3,0
P004,2022-04-14,414,6,0
P004,2022-04-15,407,7,0
P004,2022-04-16,399,8,0
P004,2022-04-17,390,9,0
P004,2022-04-18,383,7,0
P004,2022-04-19,380,3,0
P004,2022-04-20,374,6,0
P004,2022-04-21,370,4,0
P004,2022-04-22,364,6,0
P004,2022-04-23,354,10,0
P004,2022-04-24,346,8,0
P004,2022-04-25,343,3,0
P004,2022-04-26,339,4,0
P004,2022-04-27,334,5,0
P004,2022-04-28,328,6,0
P004,2022-04-29,324,4,0
P004,2022-04-30,317,7,0
P004,2022-05-01,490,7,0
P004,2022-05-02,484,6,0
P004,2022-05-03,477,7,0
P004,2022-05-04,473,4,0
P004,2022-05-05,470,3,0
P004,2022-05-06,465,5,0
P004,2022-05-07,455,10,0
P004,2022-05-08,445,10,0
P004,2022-05-09,440,5,0
P004,2022-05-10,436,4,0
P004,2022-05-11,431,5,0
P004,2022-05-12,426,5,0
P004,2022-05-13,423,3,0
P004,2022-05-14,417,6,0
P004,2022-05-15,411,6,0
P004,2022-05-16,405,6,0
P004,2022-05-17,398,7,0
P004,2022-05-18,395,3,0
P004,2022-05-19,388,7,0
P004,2022-05-20,381,7,0
P004,2022-05-21,370,11,0
P004,2022-05-22,365,5,0
P004,2022-05-23,358,7,0
P004,2022-05-24,351,7,0
P004,2022-05-25,348,3,0
P004,2022-05-26,341,7,0
P004,2022-05-27,335,6,0
P004,2022-05-28,326,9,0
P004,2022-05-29,314,12,0
P004,2022-05-30,309,5,0
P004,2022-05-31,306,3,0
P004,2022-06-01,481,5,0
P004,2022-06-02,475,6,0
P004,2022-06-03,467,8,0
P004,2022-06-04,459,8,0
P004,2022-06-05,450,9,0
P004,2022-06-06,442,8,0
P004,2022-06-07,435,7,0
P004,2022-06-08,431,4,0
P004,2022-06-09,427,4,0
P004,2022-06-10,423,4,0
P004,2022-06-11,412,11,0
P004,2022-06-12,400,12,0
P004,2022-06-13,394,6,0
P004,2022-06-14,390,4,0
P004,2022-06-15,383,7,0
P004,2022-06-16,377,6,0
P004,2022-06-17,372,5,0
P004,2022-06-18,363,9,0
P004,2022-06-19,355,8,0
P004,2022-06-20,348,7,0
P004,2022-06-21,342,6,0
P004,2022-06-22,336,6,0
P004,2022-06-23,331,5,0
P004,2022-06-24,325,6,0
P004,2022-06-25,314,11,0
P004,2022-06-26,305,9,0
P004,2022-06-27,299,6,0
P004,2022-06-28,293,6,0
P004,2022-06-29,287,6,0
P004,2022-06-30,279,8,0
P004,2022-07-01,452,7,0
P004,2022-07-02,440,12,0
P004,2022-07-03,431,9,0
P004,2022-07-04,423,8,0
P004,2022-07-05,418,5,0
P004,2022-07-06,411,7,0
P004,2022-07-07,406,5,0
P004,2022-07-08,399,7,0
P004,2022-07-09,387,12,0
P004,2022-07-10,380,7,0
P004,2022-07-11,373,7,0
P004,2022-07-12,367,6,0
P004,2022-07-13,363,4,0
P004,2022-07-14,356,7,0
P004,2022-07-15,351,5,0
P004,2022-07-16,344,7,0
P004,2022-07-17,339,5,0
P004,2022-07-18,333,6,0
P004,2022-07-19,329,4,0
P004,2022-07-20,326,3,0
P004,2022-07-21,318,8,0
P004,2022-07-22,311,7,0
P004,2022-07-23,305,6,0
P004,2022-07-24,296,9,0
P004,2022-07-25,288,8,0
P004,2022-07-26,281,7,0
P004,2022-07-27,275,6,0
P004,2022-07-28,268,7,0
P004,2022-07-29,264,4,0
P004,2022-07-30,253,11,0
P004,2022-07-31,241,12,0
P004,2022-08-01,414,7,0
P004,2022-08-02,410,4,0
P004,2022-08-03,403,7,0
P004,2022-08-04,400,3,0
P004,2022-08-05,394,6,0
P004,2022-08-06,388,6,0
P004,2022-08-07,379,9,0
P004,2022-08-08,373,6,0
P004,2022-08-09,369,4,0
P004,2022-08-10,361,8,0
P004,2022-08-11,355,6,0
P004,2022-08-12,350,5,0
P004,2022-08-13,344,6,0
P004,2022-08-14,338,6,0
P004,2022-08-15,332,6,0
P004,2022-08-16,329,3,0
P004,2022-08-17,323,6,0
P004,2022-08-18,318,5,0
P004,2022-08-19,314,4,0
P004,2022-08-20,309,5,0
P004,2022-08-21,302,7,0
P004,2022-08-22,299,3,0
P004,2022-08-23,292,7,0
P004,2022-08-24,286,6,0
P004,2022-08-25,282,4,0
P004,2022-08-26,275,7,0
P004,2022-08-27,266,9,0
P004,2022-08-28,260,6,0
P004,2022-08-29,253,7,0
P004,2022-08-30,249,4,0
P004,2022-08-31,245,4,0
P004,2022-09-01,420,5,0
P004,2022-09-02,413,7,0
P004,2022-09-03,404,9,0
P004,2022-09-04,397,7,0
P004,2022-09-05,389,8,0
P004,2022-09-06,384,5,0
P004,2022-09-07,379,5,0
P004,2022-09-08,370,9,0
P004,2022-09-09,361,9,0
P004,2022-09-10,348,13,0
P004,2022-09-11,335,13,0
P004,2022-09-12,331,4,0
P004,2022-09-13,323,8,0
P004,2022-09-14,318,5,0
P004,2022-09-15,315,3,0
P004,2022-09-16,307,8,0
P004,2022-09-17,296,11,0
P004,2022-09-18,284,12,0
P004,2022-09-19,280,4,0
P004,2022-09-20,272,8,0
P004,2022-09-21,265,7,0
P004,2022-09-22,258,7,0
P004,2022-09-23,251,7,0
P004,2022-09-24,245,6,0
P004,2022-09-25,237,8,0
P004,2022-09-26,231,6,0
P004,2022-09-27,223,8,0
P004,2022-09-28,216,7,0
P004,2022-09-29,210,6,0
P004,2022-09-30,203,7,0
P004,2022-10-01,295,7,0
P004,2022-10-02,285,10,0
P004,2022-10-03,279,6,0
P004,2022-10-04,271,8,0
P004,2022-10-05,264,7,0
P004,2022-10-06,258,6,0
P004,2022-10-07,253,5,0
P004,2022-10-08,242,11,0
P004,2022-10-09,228,14,0
P004,2022-10-10,224,4,0
P004,2022-10-11,215,9,0
P004,2022-10-12,206,9,0
P004,2022-10-13,199,7,0
P004,2022-10-14,191,8,0
P004,2022-10-15,181,10,0
P004,2022-10-16,172,9,0
P004,2022-10-17,167,5,0
P004,2022-10-18,161,6,0
P004,2022-10-19,155,6,0
P004,2022-10-20,149,6,0
P004,2022-10-21,141,8,0
P004,2022-10-22,130,11,0
P004,2022-10-23,118,12,0
P004,2022-10-24,111,7,0
P004,2022-10-25,102,9,0
P004,2022-10-26,94,8,0
P004,2022-10-27,85,9,0
P004,2022-10-28,78,7,0
P004,2022-10-29,67,11,0
P004,2022-10-30,57,10,0
P004,2022-10-31,53,4,0
P004,2022-11-01,142,10,0
P004,2022-11-02,133,9,0
P004,2022-11-03,125,8,0
P004,2022-11-04,118,7,0
P004,2022-11-05,107,11,0
P004,2022-11-06,96,11,0
P004,2022-11-07,82,14,0
P004,2022-11-08,75,7,0
P004,2022-11-09,68,7,0
P004,2022-11-10,55,13,0
P004,2022-11-11,48,7,0
P004,2022-11-12,29,19,0
P004,2022-11-13,18,11,0
P004,2022-11-14,4,14,0
P004,2022-11-15,0,4,1
P004,2022-11-16,0,0,1
P004,2022-11-17,0,0,1
P004,2022-11-18,0,0,1
P004,2022-11-19,0,0,1
P004,2022-11-20,0,0,1
P004,2022-11-21,0,0,1
P004,2022-11-22,0,0,1
P004,2022-11-23,0,0,1
P004,2022-11-24,0,0,1
P004,2022-11-25,0,0,1
P004,2022-11-26,0,0,1
P004,2022-11-27,0,0,1
P004,2022-11-28,0,0,1
P004,2022-11-29,0,0,1
P004,2022-11-30,0,0,1
P004,2022-12-01,87,12,0
P004,2022-12-02,74,13,0
P004,2022-12-03,58,16,0
P004,2022-12-04,38,20,0
P004,2022-12-05,30,8,0
P004,2022-12-06,23,7,0
P004,2022-12-07,13,10,0
P004,2022-12-08,3,10,0
P004,2022-12-09,0,3,1
P004,2022-12-10,0,0,1
P004,2022-12-11,0,0,1
P004,2022-12-12,0,0,1
P004,2022-12-13,0,0,1
P004,2022-12-14,0,0,1
P004,2022-12-15,0,0,1
P004,2022-12-16,0,0,1
P004,2022-12-17,0,0,1
P004,2022-12-18,0,0,1
P004,2022-12-19,0,0,1
P004,2022-12-20,0,0,1
P004,2022-12-21,0,0,1
P004,2022-12-22,0,0,1
P004,2022-12-23,0,0,1
P004,2022-12-24,0,0,1
P004,2022-12-25,0,0,1
P004,2022-12-26,0,0,1
P004,2022-12-27,0,0,1
P004,2022-12-28,0,0,1
P004,2022-12-29,0,0,1
P004,2022-12-30,0,0,1
P004,2022-12-31,0,0,1
P004,2023-01-01,174,6,0
P004,2023-01-02,170,4,0
P004,2023-01-03,166,4,0
P004,2023-01-04,163,3,0
P004,2023-01-05,161,2,0
P004,2023-01-06,157,4,0
P004,2023-01-07,150,7,0
P004,2023-01-08,145,5,0
P004,2023-01-09,142,3,0
P004,2023-01-10,139,3,0
P004,2023-01-11,137,2,0
P004,2023-01-12,134,3,0
P004,2023-01-13,131,3,0
P004,2023-01-14,127,4,0
P004,2023-01-15,122,5,0
P004,2023-01-16,118,4,0
P004,2023-01-17,115,3,0
P004,2023-01-18,113,2,0
P004,2023-01-19,110,3,0
P004,2023-01-20,108,2,0
P004,2023-01-21,104,4,0
P004,2023-01-22,101,3,0
P004,2023-01-23,98,3,0
P004,2023-01-24,95,3,0
P004,2023-01-25,91,4,0
P004,2023-01-26,88,3,0
P004,2023-01-27,84,4,0
P004,2023-01-28,79,5,0
P004,2023-01-29,76,3,0
P004,2023-01-30,73,3,0
P004,2023-01-31,71,2,0
P004,2023-02-01,248,3,0
P004,2023-02-02,246,2,0
P004,2023-02-03,244,2,0
P004,2023-02-04,237,7,0
P004,2023-02-05,233,4,0
P004,2023-02-06,228,5,0
P004,2023-02-07,225,3,0
P004,2023-02-08,221,4,0
P004,2023-02-09,217,4,0
P004,2023-02-10,213,4,0
P004,2023-02-11,207,6,0
P004,2023-02-12,201,6,0
P004,2023-02-13,196,5,0
P004,2023-02-14,192,4,0
P004,2023-02-15,190,2,0
P004,2023-02-16,187,3,0
P004,2023-02-17,183,4,0
P004,2023-02-18,177,6,0
P004,2023-02-19,171,6,0
P004,2023-02-20,166,5,0
P004,2023-02-21,163,3,0
P004,2023-02-22,161,2,0
P004,2023-02-23,159,2,0
P004,2023-02-24,157,2,0
P004,2023-02-25,153,4,0
P004,2023-02-26,149,4,0
P004,2023-02-27,145,4,0
P004,2023-02-28,140,5,0
P004,2023-03-01,314,6,0
P004,2023-03-02,310,4,0
P004,2023-03-03,306,4,0
P004,2023-03-04,302,4,0
P004,2023-03-05,294,8,0
