return_id,order_id,item_id,product_id,product_name,supplier,category,return_date,return_reason,refund_amount,qty_returned
RET000717,ORD0007013,ITM0012043,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-02-01,Defective/Not Working,45.18,1
RET000718,ORD0007053,ITM0012100,P026,HDMI Cable 2m,ValueSource Co,Accessories,2023-09-04,Not as Described,8.22,1
RET000719,ORD0007061,ITM0012112,P016,27in Monitor 4K,BrightGadgets,Displays,2024-02-22,Not as Described,301.65,1
RET000720,ORD0007080,ITM0012146,P021,VR Headset Standalone,brightgadgets,Gaming,2024-12-11,Not as Described,228.31,1
RET000721,ORD0007080,ITM0012147,P026,HDMI Cable 2m,ValueSource Co,Accessories,2024-12-08,Defective/Not Working,7.62,1
RET000722,ORD0007080,ITM0012148,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2024-12-04,Changed Mind,92.67,2
RET000723,ORD0007107,ITM0012189,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2024-12-14,Defective/Not Working,53.25,1
RET000724,ORD0007107,ITM0012190,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-12-16,Defective/Not Working,44.01,1
RET000725,ORD0007169,ITM0012289,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2024-09-13,Defective/Not Working,4.44,1
RET000726,ORD0007179,ITM0012301,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2023-11-03,Defective/Not Working,5.61,1
RET000727,ORD0007179,ITM0012302,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-11-11,Defective/Not Working,37.98,1
RET000728,ORD0007179,ITM0012303,P009,Desk Pad XL,TechCore Ltd,Accessories,2023-11-03,Wrong Item Sent,23.16,1
RET000729,ORD0007196,ITM0012333,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2024-12-06,Wrong Item Sent,37.93,1
RET000730,ORD0007196,ITM0012334,P021,VR Headset Standalone,brightgadgets,Gaming,2024-12-08,Defective/Not Working,288.01,1
RET000731,ORD0007211,ITM0012356,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2024-02-05,Arrived Damaged,17.8,1
RET000732,ORD0007218,ITM0012365,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-08-14,Not as Described,58.52,1
RET000733,ORD0007218,ITM0012366,P028,Gaming Chair Ergonomic,ValueSource Co,Furniture,2023-07-28,Poor Quality,344.89,1
RET000734,ORD0007231,ITM0012385,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-06-09,Not as Described,52.92,1
RET000735,ORD0007241,ITM0012406,P021,VR Headset Standalone,brightgadgets,Gaming,2024-04-11,Arrived Damaged,267.42,1
RET000736,ORD0007241,ITM0012407,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2024-03-20,Defective/Not Working,10.53,1
RET000737,ORD0007248,ITM0012418,P016,27in Monitor 4K,BRIGHTGADGETS,Displays,2022-08-18,Defective/Not Working,311.59,1
RET000738,ORD0007248,ITM0012419,P028,Gaming Chair Ergonomic,Valuesource Co,Furniture,2022-08-31,Defective/Not Working,639.83,2
RET000739,ORD0007295,ITM0012497,P009,Desk Pad XL,TECHCORE LTD,Accessories,2023-11-16,,26.71,1
RET000740,ORD0007295,ITM0012498,P005,USB-C Hub 7-in-1,TechCore Ltd,,2023-11-07,Not as Described,31.29,1
RET000741,ORD0007300,ITM0012503,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-08-24,Not as Described,38.05,1
RET000742,ORD0007335,ITM0012566,P020,Laptop Cooling Pad,BrightGadgets,Accessories,2023-11-10,Changed Mind,22.23,1
RET000743,ORD0007341,ITM0012576,P028,Gaming Chair Ergonomic,ValueSource Co,Furniture,2024-11-21,Poor Quality,327.59,1
RET000744,ORD0007347,ITM0012584,P008,Power Bank 20000mAh,Techcore Ltd,,2023-09-15,Not as Described,16.78,2
RET000745,ORD0007347,ITM0012585,P004,Smart Plug 4-Pack,novatech supply,,2023-09-12,Defective/Not Working,23.03,1
RET000746,ORD0007349,ITM0012587,P015,Microphone USB Condenser,Elite Components,Audio,2023-12-25,Defective/Not Working,167.08,2
RET000747,ORD0007372,ITM0012625,P013,Portable SSD 1TB,EliteComponents,Storage,2023-11-13,Poor Quality,61.98,1
RET000748,ORD0007390,ITM0012653,P012,Gaming Mouse RGB,Elite components,Peripherals,2021-01-10,Poor Quality,75.19,2
RET000749,ORD0007390,ITM0012654,P024,Phone Stand Adjustable,Value Source Co,Accessories,2024-09-26,Not as Described,7.97,1
RET000750,ORD0007390,ITM0012655,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2024-09-25,Wrong Item Sent,47.02,1
RET000751,ORD0007390,ITM0012656,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2024-10-09,Defective/Not Working,18.98,2
RET000752,ORD0007400,ITM0012670,P024,Phone Stand Adjustable,Value Source Co,Accessories,2024-07-31,Arrived Damaged,8.81,1
RET000753,ORD0007403,ITM0012674,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2024-07-30,Changed Mind,38.84,1
RET000754,ORD0007407,ITM0012679,P029,Thermal Paste Premium,EliteComponents,PC Parts,2022-03-11,,9.61,1
RET000755,ORD0007407,ITM0012680,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2022-03-09,Changed Mind,7.54,1
RET000756,ORD0007408,ITM0012681,P006,Laptop Stand Aluminium,Techcore Ltd,Accessories,2024-11-14,Defective/Not Working,39.72,1
RET000757,ORD0007414,ITM0012689,P019,Ring Light 10in,BrightGadgets,Lighting,2023-10-30,Wrong Item Sent,53.7,1
RET000758,ORD0007414,ITM0012690,P030,Webcam 4K Pro,TechCore Ltd,Peripherals,2023-10-13,Defective/Not Working,143.31,1
RET000759,ORD0007440,ITM0012735,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2023-04-25,Arrived Damaged,11.2,1
RET000760,ORD0007451,ITM0012755,P015,Microphone USB Condenser,Elite Components,Audio,2022-02-26,Arrived Damaged,88.13,1
RET000761,ORD0007451,ITM0012756,P009,Desk Pad XL,TechCore Ltd,Accessories,2022-03-05,Arrived Damaged,29.1,1
RET000762,ORD0007451,ITM0012757,P014,Docking Station USB-C,EliteComponents,Accessories,2022-02-25,Not as Described,104.53,1
RET000763,ORD0007452,ITM0012758,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2023-08-07,Defective/Not Working,35.11,1
RET000764,ORD0007452,ITM0012759,P006,Laptop Stand Aluminium,TechCore,Accessories,2023-08-11,Changed Mind,38.11,1
RET000765,ORD0007458,ITM0012766,P015,Microphone USB Condenser,Elite Components,Audio,2024-09-24,Arrived Damaged,92.05,1
RET000766,ORD0007477,ITM0012790,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2024-11-30,Wrong Item Sent,10.43,1
RET000767,ORD0007478,ITM0012791,P024,Phone Stand Adjustable,Value Source Co,Accessories,2023-07-28,Defective/Not Working,8.88,1
RET000768,ORD0007478,ITM0012792,P012,Gaming Mouse RGB,ELITECOMPONENTS,Peripherals,2023-08-03,Wrong Item Sent,44.49,1
RET000769,ORD0007523,ITM0012875,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-10-07,Defective/Not Working,27.89,1
RET000770,ORD0007523,ITM0012876,P008,Power Bank 20000mAh,TECHCORE LTD,Accessories,2024-10-19,Defective/Not Working,17.83,2
RET000771,ORD0007523,ITM0012877,P014,Docking Station USB-C,EliteComponents,Accessories,2024-10-18,Arrived Damaged,92.07,1
RET000772,ORD0007523,ITM0012878,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2024-10-11,Changed Mind,32.21,1
RET000773,ORD0007525,ITM0012881,P019,Ring Light 10in,BrightGadgets,Lighting,2024-06-13,Poor Quality,54.71,1
RET000774,ORD0007525,ITM0012882,P006,Laptop Stand Aluminium,TechCore,Accessories,2024-06-26,Defective/Not Working,36.65,1
RET000775,ORD0007579,ITM0012966,P015,Microphone USB Condenser,Elite Components,Audio,2024-08-07,Defective/Not Working,97.18,1
RET000776,ORD0007579,ITM0012967,P021,VR Headset Standalone,brightgadgets,Gaming,2024-07-23,Not as Described,282.47,1
RET000777,ORD0007579,ITM0012968,P030,Webcam 4K Pro,TechCore Ltd,Peripherals,2024-07-24,,397.13,3
RET000778,ORD0007579,ITM0012969,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2024-08-09,Defective/Not Working,21.82,2
RET000779,ORD0007613,ITM0013035,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2023-12-03,Defective/Not Working,171.68,2
RET000780,ORD0007641,ITM0013089,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2024-04-08,Not as Described,10.57,1
RET000781,ORD0007641,ITM0013090,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-04-04,Defective/Not Working,64.92,2
RET000782,ORD0007641,ITM0013091,P016,27in Monitor 4K,brightgadgets,Displays,2024-03-25,Defective/Not Working,292.34,1
RET000783,ORD0007664,ITM0013133,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2024-10-29,Not as Described,6.94,1
RET000784,ORD0007671,ITM0013141,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2022-11-23,Defective/Not Working,86.28,1
RET000785,ORD0007685,ITM0013166,P019,Ring Light 10in,BrightGadgets,Lighting,2024-10-12,Defective/Not Working,108.72,2
RET000786,ORD0007692,ITM0013176,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2024-01-15,Poor Quality,35.11,3
RET000787,ORD0007698,ITM0013184,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2023-11-26,Defective/Not Working,7.7,1
RET000788,ORD0007698,ITM0013185,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2023-12-04,Defective/Not Working,57.1,3
RET000789,ORD0007718,ITM0013223,P009,Desk Pad XL,Tech Core Ltd,Accessories,2023-06-18,Wrong Item Sent,28.43,1
RET000790,ORD0007718,ITM0013224,P012,Gaming Mouse RGB,Elite components,Peripherals,2023-06-21,Wrong Item Sent,39.79,1
RET000791,ORD0007784,ITM0013339,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-07-20,Poor Quality,28.06,1
RET000792,ORD0007784,ITM0013340,P016,27in Monitor 4K,Bright gadgets,Displays,2024-07-12,Arrived Damaged,264.54,1
RET000793,ORD0007784,ITM0013341,P030,Webcam 4K Pro,TechCore Ltd,Peripherals,2024-07-03,Wrong Item Sent,123.02,1
RET000794,ORD0007806,ITM0013378,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-07-21,Wrong Item Sent,47.71,1
RET000795,ORD0007820,ITM0013404,P013,Portable SSD 1TB,EliteComponents,Storage,2023-08-10,Not as Described,61.39,1
RET000796,ORD0007830,ITM0013417,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2022-10-20,Defective/Not Working,41.61,1
RET000797,ORD0007871,ITM0013492,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-06-26,Not as Described,34.07,1
RET000798,ORD0007871,ITM0013493,P026,HDMI Cable 2m,ValueSource Co,Accessories,2024-07-13,,8.12,1
RET000799,ORD0007871,ITM0013494,P017,Smart LED Desk Lamp,BrightGadgets,Lighting,2024-07-03,Not as Described,42.78,1
RET000800,ORD0007897,ITM0013537,P012,Gaming Mouse RGB,Elite components,Peripherals,2022-01-28,,43.13,1
RET000801,ORD0007897,ITM0013538,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2022-01-20,Defective/Not Working,22.58,2
RET000802,ORD0007904,ITM0013549,P026,HDMI Cable 2m,VALUE SOURCE,Accessories,2023-01-19,Not as Described,6.96,1
RET000803,ORD0007906,ITM0013553,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2022-03-26,Defective/Not Working,85.75,1
RET000804,ORD0007909,ITM0013560,P016,27in Monitor 4K,BrightGadgets,Displays,2023-11-10,Defective/Not Working,568.85,2
RET000805,ORD0007976,ITM0013673,P009,Desk Pad XL,TechCore Ltd,Accessories,2024-09-01,Changed Mind,57.81,2
RET000806,ORD0007976,ITM0013674,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-08-21,Not as Described,57.17,1
RET000807,ORD0007984,ITM0013685,P016,27in Monitor 4K,BRIGHTGADGETS,Displays,2022-09-09,Defective/Not Working,303.62,1
RET000808,ORD0008000,ITM0013705,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-04-30,Defective/Not Working,82.27,2
RET000809,ORD0008000,ITM0013706,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2023-04-30,Defective/Not Working,28.8,1
RET000810,ORD0008000,ITM0013707,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2023-05-14,Defective/Not Working,77.13,2
RET000811,ORD0008002,ITM0013709,P014,Docking Station USB-C,EliteComponents,Accessories,2023-06-19,Defective/Not Working,101.4,1
RET000812,ORD0008057,ITM0013805,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-12-28,Defective/Not Working,98.47,3
RET000813,ORD0008064,ITM0013816,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-01-31,Defective/Not Working,47.92,1
RET000814,ORD0008064,ITM0013817,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-02-02,Defective/Not Working,100.87,3
RET000815,ORD0008064,ITM0013818,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-01-25,Not as Described,59.21,1
RET000816,ORD0008065,ITM0013819,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-02-13,Not as Described,29.75,1
RET000817,ORD0008065,ITM0013820,P023,Cable Management Kit,ValueSource Co,Accessories,2024-02-06,Defective/Not Working,21.21,2
RET000818,ORD0008068,ITM0013825,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2024-10-21,Defective/Not Working,7.06,1
RET000819,ORD0008068,ITM0013826,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2024-10-17,Defective/Not Working,36.61,1
RET000820,ORD0008074,ITM0013835,P027,Cable Clips Pack 50,VALUE SOURCE,Accessories,2023-11-14,Defective/Not Working,10.94,2
RET000821,ORD0008093,ITM0013866,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2023-06-20,Not as Described,32.69,3
RET000822,ORD0008099,ITM0013873,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2023-12-11,Defective/Not Working,57.45,3
RET000823,ORD0008126,ITM0013919,P015,Microphone USB Condenser,Elite Components,Audio,2023-10-25,Not as Described,90.96,1
RET000824,ORD0008126,ITM0013920,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2023-10-28,Changed Mind,38.12,2
RET000825,ORD0008126,ITM0013921,P014,Docking Station USB-C,EliteComponents,Accessories,2023-10-20,Arrived Damaged,99.32,1
RET000826,ORD0008126,ITM0013922,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2023-10-18,,10.64,1
RET000827,ORD0008131,ITM0013929,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2022-12-09,Arrived Damaged,93.52,2
RET000828,ORD0008154,ITM0013962,P020,Laptop Cooling Pad,brightgadgets,Accessories,2023-06-03,Arrived Damaged,25.16,1
RET000829,ORD0008154,ITM0013963,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-06-22,Defective/Not Working,48.21,1
RET000830,ORD0008154,ITM0013964,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2023-06-13,Wrong Item Sent,109.98,1
RET000831,ORD0008168,ITM0013986,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2023-09-13,Changed Mind,39.14,1
RET000832,ORD0008168,ITM0013987,P026,HDMI Cable 2m,ValueSource Co,Accessories,2023-09-23,Changed Mind,24.61,3
RET000833,ORD0008170,ITM0013992,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2023-04-08,Defective/Not Working,53.33,1
RET000834,ORD0008213,ITM0014057,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-10-18,Poor Quality,42.27,1
RET000835,ORD0008213,ITM0014058,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-10-05,Defective/Not Working,49.62,1
RET000836,ORD0008236,ITM0014112,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-09-16,,35.31,1
RET000837,ORD0008236,ITM0014113,P013,Portable SSD 1TB,EliteComponents,Storage,2024-09-12,Poor Quality,62.85,1
RET000838,ORD0008245,ITM0014133,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-02-24,Defective/Not Working,57.6,1
RET000839,ORD0008245,ITM0014134,P018,Action Camera 4K,Bright gadgets,Cameras,2024-02-27,Changed Mind,331.63,2
RET000840,ORD0008250,ITM0014140,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2023-06-19,Changed Mind,96.82,1
RET000841,ORD0008250,ITM0014141,P012,Gaming Mouse RGB,Elite components,Peripherals,2023-06-22,Defective/Not Working,30.66,1
RET000842,ORD0008256,ITM0014148,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2024-02-18,Defective/Not Working,264.21,2
RET000843,ORD0008256,ITM0014149,P023,Cable Management Kit,ValueSource Co,Accessories,2024-02-25,Defective/Not Working,12.38,1
RET000844,ORD0008264,ITM0014164,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2024-08-30,Not as Described,22.15,3
RET000845,ORD0008264,ITM0014165,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-08-20,Not as Described,57.4,1
RET000846,ORD0008264,ITM0014166,P005,USB-C Hub 7-in-1,Tech Core Ltd,Accessories,2024-08-28,,68.45,2
RET000847,ORD0008269,ITM0014175,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2022-05-04,Arrived Damaged,65.28,2
RET000848,ORD0008269,ITM0014176,P022,Laptop Sleeve 15in,Value Source Co,Accessories,2022-05-12,Arrived Damaged,19.97,1
RET000849,ORD0008270,ITM0014177,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2022-05-13,Defective/Not Working,7.87,1
RET000850,ORD0008270,ITM0014178,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2022-05-13,Defective/Not Working,106.67,2
RET000851,ORD0008276,ITM0014191,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2023-04-13,Defective/Not Working,24.76,1
RET000852,ORD0008370,ITM0014342,P016,27in Monitor 4K,BrightGadgets,Displays,2024-01-14,Arrived Damaged,745.49,3
RET000853,ORD0008370,ITM0014343,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2024-01-02,Arrived Damaged,132.18,2
RET000854,ORD0008373,ITM0014349,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2024-04-21,Defective/Not Working,8.11,1
RET000855,ORD0008373,ITM0014350,P011,Mechanical Keyboard TKL,Elite Components,Peripherals,2024-04-12,Changed Mind,63.14,1
RET000856,ORD0008373,ITM0014351,P024,Phone Stand Adjustable,Value Source Co,Accessories,2024-04-09,Defective/Not Working,7.39,1
RET000857,ORD0008373,ITM0014352,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2024-04-19,Wrong Item Sent,63.28,1
RET000858,ORD0008377,ITM0014357,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-11-28,Defective/Not Working,44.2,1
RET000859,ORD0008377,ITM0014358,P013,Portable SSD 1TB,Elite Components,Storage,2024-12-08,Wrong Item Sent,60.35,1
RET000860,ORD0008379,ITM0014361,P009,Desk Pad XL,TechCore Ltd,Accessories,2022-07-02,Not as Described,27.72,1
RET000861,ORD0008396,ITM0014389,P005,USB-C Hub 7-in-1,Tech Core Ltd,Accessories,2024-10-11,Defective/Not Working,29.92,1
RET000862,ORD0008396,ITM0014390,P028,Gaming Chair Ergonomic,ValueSource Co,Furniture,2024-10-04,Defective/Not Working,286.84,1
RET000863,ORD0008407,ITM0014408,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2023-01-15,Defective/Not Working,8.99,1
RET000864,ORD0008426,ITM0014438,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2024-02-05,Changed Mind,50.69,1
RET000865,ORD0008426,ITM0014439,P006,Laptop Stand Aluminium,TECHCORE LTD,Accessories,2024-01-20,,39.56,1
RET000866,ORD0008430,ITM0014448,P014,Docking Station USB-C,Elite Components,Accessories,2024-01-24,Changed Mind,108.17,1
RET000867,ORD0008457,ITM0014495,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2024-10-19,Changed Mind,87.8,1
RET000868,ORD0008461,ITM0014502,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2023-11-13,Defective/Not Working,33.15,1
RET000869,ORD0008461,ITM0014503,P028,Gaming Chair Ergonomic,ValueSource Co,Furniture,2023-11-01,Wrong Item Sent,300.45,1
RET000870,ORD0008461,ITM0014504,P013,Portable SSD 1TB,EliteComponents,Storage,2023-11-20,Poor Quality,73.86,1
RET000871,ORD0008461,ITM0014505,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2023-11-06,Not as Described,66.98,2
RET000872,ORD0008464,ITM0014510,P010,Noise Cancel Headphones,TECHCORE LTD,Audio,2023-04-27,,38.44,1
RET000873,ORD0008481,ITM0014540,P009,Desk Pad XL,TechCore Ltd,Accessories,2025-01-11,Arrived Damaged,21.82,1
RET000874,ORD0008492,ITM0014559,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2023-12-06,Defective/Not Working,9.21,1
RET000875,ORD0008492,ITM0014560,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2023-12-01,Defective/Not Working,29.34,1
RET000876,ORD0008492,ITM0014561,P028,Gaming Chair Ergonomic,ValueSource Co,Furniture,2023-12-06,Defective/Not Working,263.43,1
RET000877,ORD0008498,ITM0014575,P008,Power Bank 20000mAh,Tech Core Ltd,Accessories,2024-11-20,Not as Described,10.84,1
RET000878,ORD0008529,ITM0014631,P019,Ring Light 10in,BrightGadgets,Lighting,2024-10-30,Arrived Damaged,52.25,1
RET000879,ORD0008529,ITM0014632,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2024-11-03,Defective/Not Working,83.73,1
RET000880,ORD0008533,ITM0014638,P009,Desk Pad XL,TechCore Ltd,Accessories,2022-06-08,Poor Quality,29.94,1
RET000881,ORD0008533,ITM0014639,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2022-06-10,Not as Described,5.47,1
RET000882,ORD0008536,ITM0014643,P013,Portable SSD 1TB,Elite components,Storage,2023-07-11,Defective/Not Working,85.01,1
RET000883,ORD0008547,ITM0014660,P014,Docking Station USB-C,Elite Components,Accessories,2022-10-09,Arrived Damaged,108.09,1
RET000884,ORD0008547,ITM0014661,P024,Phone Stand Adjustable,Value Source Co,,2022-09-27,Defective/Not Working,18.61,2
RET000885,ORD0008554,ITM0014672,P024,Phone Stand Adjustable,Value Source Co,Accessories,2024-05-13,Defective/Not Working,7.31,1
RET000886,ORD0008555,ITM0014673,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-05-30,Changed Mind,33.01,1
RET000887,ORD0008586,ITM0014716,P015,Microphone USB Condenser,Elite Components,Audio,2023-09-08,Defective/Not Working,91.4,1
RET000888,ORD0008598,ITM0014735,P019,Ring Light 10in,BrightGadgets,Lighting,2023-06-29,Wrong Item Sent,49.2,1
RET000889,ORD0008630,ITM0014794,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2024-02-21,Defective/Not Working,7.54,1
RET000890,ORD0008630,ITM0014795,P001,Wireless Earbuds Pro,NOVATECH,Audio,2024-02-19,Changed Mind,48.91,1
RET000891,ORD0008697,ITM0014912,P016,27in Monitor 4K,Bright Gadgets,Displays,2024-08-23,Wrong Item Sent,282.9,1
RET000892,ORD0008697,ITM0014913,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2024-09-06,Wrong Item Sent,100.65,2
RET000893,ORD0008704,ITM0014924,P011,Mechanical Keyboard TKL,ELITECOMPONENTS,Peripherals,2024-10-22,Defective/Not Working,87.29,1
RET000894,ORD0008716,ITM0014943,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2022-09-03,Defective/Not Working,67.8,1
RET000895,ORD0008716,ITM0014944,P014,Docking Station USB-C,EliteComponents,Accessories,2022-09-18,Wrong Item Sent,80.11,1
RET000896,ORD0008719,ITM0014951,P026,HDMI Cable 2m,ValueSource Co,Accessories,2023-02-22,Wrong Item Sent,16.98,2
RET000897,ORD0008719,ITM0014952,P018,Action Camera 4K,Bright gadgets,Cameras,2023-03-03,Defective/Not Working,166.98,1
RET000898,ORD0008719,ITM0014953,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2023-03-07,Changed Mind,11.02,1
RET000899,ORD0008719,ITM0014954,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2023-03-08,Arrived Damaged,11.46,1
RET000900,ORD0008738,ITM0014982,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2023-10-25,Defective/Not Working,370.57,3
RET000901,ORD0008743,ITM0014990,P019,Ring Light 10in,BrightGadgets,Lighting,2023-06-18,Not as Described,53.55,1
RET000902,ORD0008754,ITM0015008,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-05-26,Defective/Not Working,44.75,1
RET000903,ORD0008754,ITM0015009,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2024-05-20,Defective/Not Working,5.39,1
RET000904,ORD0008759,ITM0015014,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2024-11-05,Not as Described,126.6,1
RET000905,ORD0008759,ITM0015015,P006,Laptop Stand Aluminium,TECHCORE LTD,Accessories,2024-11-10,Defective/Not Working,39.8,1
RET000906,ORD0008812,ITM0015112,P009,Desk Pad XL,TechCore Ltd,Accessories,2024-07-21,Defective/Not Working,52.54,2
RET000907,ORD0008820,ITM0015124,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2022-07-28,Arrived Damaged,35.49,1
RET000908,ORD0008839,ITM0015149,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-12-14,Defective/Not Working,66.77,2
RET000909,ORD0008839,ITM0015150,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-12-17,Not as Described,59.07,1
RET000910,ORD0008861,ITM0015182,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2022-12-11,Defective/Not Working,43.68,1
RET000911,ORD0008883,ITM0015224,P013,Portable SSD 1TB,EliteComponents,Storage,2022-04-14,Not as Described,64.06,1
RET000912,ORD0008883,ITM0015225,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2022-04-17,Wrong Item Sent,7.77,1
RET000913,ORD0008885,ITM0015229,P014,Docking Station USB-C,EliteComponents,Accessories,2024-11-24,Defective/Not Working,109.71,1
RET000914,ORD0008885,ITM0015230,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-11-24,Defective/Not Working,108.86,2
RET000915,ORD0008885,ITM0015231,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2024-11-26,Not as Described,19.41,1
RET000916,ORD0008887,ITM0015233,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-04-05,Arrived Damaged,27.27,1
RET000917,ORD0008898,ITM0015248,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2022-05-17,Defective/Not Working,110.6,2
RET000918,ORD0008904,ITM0015256,P012,Gaming Mouse RGB,Elite components,Peripherals,2023-08-29,Changed Mind,87.86,2
RET000919,ORD0008904,ITM0015257,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-08-23,Changed Mind,46.0,1
RET000920,ORD0008919,ITM0015281,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2023-07-04,Changed Mind,32.27,1
RET000921,ORD0008930,ITM0015300,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2025-01-10,Defective/Not Working,32.14,1
